	Gene ID	Adj P-value (Real)	Rank (Real)	abs(logFC) (Real)	logFC (Real)	Median adj p-value (simulated)	Rank (simulated)	Percentile (simulated)	Percent DE (simulated)	Mean abs(logFC) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score	Gene Name
PA4440	PA4440	0.885369311844932	4470.0	0.47377985680000106	-0.47377985680000106	0.9057026079153779	1632.0	29.397981254506128	0.0	0.06287999999999955	0.05986099871090303	25	6.8642332344709205	
PA4750	PA4750	0.885369311844932	4469.0	0.47360076720000105	-0.47360076720000105	0.884629371610571	2908.0	52.3972602739726	0.0	0.07323999999999993	0.057142023357012454	25	7.006415658378484	folP
PA4225	PA4225	0.885369311844932	4468.0	0.473422723249999	-0.473422723249999	0.670426086729651	5440.0	98.03532804614275	0.0	0.26046000000000047	0.1489095027189337	25	1.4301486430450658	pchF
PA4422	PA4422	0.885369311844932	4467.0	0.4730256261	0.4730256261	0.9168070519064809	93.0	1.658255227108868	0.0	0.04808000000000016	0.06114816023397557	25	6.949442542081398	
PA0823	PA0823	0.885369311844932	4466.0	0.47269421515000204	-0.47269421515000204	0.8070506693673148	2643.5	47.6297764960346	0.0	0.08882000000000023	0.06440527281726761	25	5.960291733242713	
PA5335	PA5335	0.915955760964677	4465.0	0.472305203999998	0.472305203999998	0.886459347958374	2894.0	52.14491708723864	0.0	0.10859999999999971	0.12192432762441888	25	2.9830404734350635	
PA5464	PA5464	0.885369311844932	4464.0	0.471996952150001	-0.471996952150001	0.809909109769774	3660.0	65.95169430425379	0.0	0.08047999999999977	0.05893755169668977	25	6.642911707036361	
PA1955	PA1955	0.885369311844932	4463.0	0.471928975099998	-0.471928975099998	0.9147774522094331	520.5	9.363734679163661	0.0	0.049519999999999884	0.05530003013862939	25	7.63849448257222	fapB
PA1975	PA1975	0.885369311844932	4462.0	0.47191753724999896	0.47191753724999896	0.8866820619921991	2940.0	52.97404470079307	0.0	0.08230000000000011	0.09692512144261954	25	4.019778685349965	
PA4241	PA4241	0.9012784591818729	4461.0	0.47190630424999996	-0.47190630424999996	0.8070506693673148	4415.0	79.56020187454939	0.0	0.15262000000000014	0.15579749677064836	25	2.0493673574231144	rpsM
PA2638	PA2638	0.9015754637799961	4460.0	0.4718451350500011	0.4718451350500011	0.831893349958397	4477.0	80.67772170151406	0.0	0.12454000000000011	0.10138837458012619	25	3.425492680874663	nuoB
PA4247	PA4247	0.919985683391902	4459.0	0.47170694939999797	-0.47170694939999797	0.7993359136132809	4679.0	84.31867339581831	0.0	0.1627400000000002	0.18224926383024584	25	1.6952987513177658	rplR
PA4732	PA4732	0.885369311844932	4458.0	0.471620518150001	-0.471620518150001	0.901552021275639	210.5	3.7761355443403026	0.0	0.054920000000000406	0.07258209145512437	25	5.741092737836519	pgi
PA3665	PA3665	0.915955760964677	4457.0	0.47158393545	0.47158393545	0.850859372728876	2347.0	42.28550829127613	0.0	0.09284000000000038	0.09716102613702712	25	3.898105552280329	
PA0863	PA0863	0.8932015801109341	4456.0	0.4713531986999989	-0.4713531986999989	0.8538864562625641	924.0	16.636625811103098	0.0	0.05374000000000022	0.049351654818591266	25	8.461989779979568	
PA0852	PA0852	0.885369311844932	4455.0	0.47110589229999994	-0.47110589229999994	0.8551029070517109	5040.5	90.83453496755588	0.0	0.2211200000000009	0.21981139074215467	25	1.1372745127355113	cbpD
PA0254	PA0254	0.885369311844932	4454.0	0.471011812799998	-0.471011812799998	0.8784174947669001	228.5	4.100576784426821	0.0	0.07482000000000001	0.07858128487962819	25	5.041808789546896	hudA
PA0470	PA0470	0.900741554392456	4453.0	0.4710032679999989	0.4710032679999989	0.9157375974118729	1026.5	18.484138428262437	0.0	0.05923999999999994	0.0773043390330281	25	5.326522070437393	fiuA
PA1484	PA1484	0.885369311844932	4452.0	0.470860857450001	0.470860857450001	0.8551029070517109	2950.5	53.163302090843544	0.0	0.08572000000000017	0.058070732731730405	25	6.632271358262992	
PA0859	PA0859	0.9012784591818729	4451.0	0.470750878950001	0.470750878950001	0.728140262368655	5253.5	94.67375630857967	0.0	0.17288000000000003	0.07152276444135361	25	4.164700305931905	
PA0571	PA0571	0.885369311844932	4450.0	0.470640346900002	0.470640346900002	0.9569682436279	90.0	1.6041816870944483	0.0	0.04035999999999996	0.05289721164674015	25	8.134272743401183	
PA1173	PA1173	0.885369311844932	4449.0	0.470546797899998	-0.470546797899998	0.8551029070517109	4559.0	82.15573179524154	0.0	0.14354000000000006	0.155868529002276	25	2.097965509735599	napB
PA4608	PA4608	0.9053625223171831	4448.0	0.4702660586	0.4702660586	0.8355252430619492	5119.5	92.25847152126893	0.0	0.1497999999999998	0.08986297439249731	25	3.566163492433387	
PA3549	PA3549	0.8920900021433729	4447.0	0.4701851370000011	0.4701851370000011	0.8784174947669001	2681.0	48.30569574621485	0.0	0.09190000000000005	0.12016221674608608	25	3.148120492811419	algJ
PA0555	PA0555	0.885369311844932	4446.0	0.469980922949999	-0.469980922949999	0.7949592363000441	2950.5	53.163302090843544	0.0	0.11953999999999997	0.14002938084559277	25	2.5026242409542774	fda
PA0671	PA0671	0.9053625223171831	4445.0	0.46984726099999896	-0.46984726099999896	0.8619821326992941	4366.0	78.67700072098053	0.0	0.10746000000000051	0.07841116523387036	25	4.621628309171744	
PA5460	PA5460	0.885369311844932	4444.0	0.46969974265000003	0.46969974265000003	0.8957396478473141	3736.0	67.32155731795241	0.0	0.19603999999999971	0.23730583817793724	25	1.153194311405032	
PA4276	PA4276	0.885369311844932	4443.0	0.4693477989	0.4693477989	0.8050625094633609	4770.5	85.96791636625811	0.0	0.12712000000000007	0.11559891868006347	25	2.960475779597595	secE
PA3589	PA3589	0.885369311844932	4442.0	0.46925784885000293	0.46925784885000293	0.918962524060407	228.5	4.100576784426821	0.0	0.04454	0.039248386378720364	25	10.821281791097427	
PA4282	PA4282	0.9014066680893851	4441.0	0.469017585149999	0.469017585149999	0.912133253993192	35.0	0.6128334534967557	0.0	0.043000000000000066	0.06045401144671896	25	7.046969670912057	
PA5419	PA5419	0.885369311844932	4440.0	0.46880492505000104	0.46880492505000104	0.878635515673815	2746.5	49.48630136986301	0.0	0.09261999999999959	0.09571205514458477	25	3.930381857141487	soxG
PA3256	PA3256	0.885369311844932	4439.0	0.46868721430000104	0.46868721430000104	0.8391443138961551	2904.5	52.33417447728911	0.0	0.06991999999999987	0.058196627909183576	25	6.852067355556776	
PA3752	PA3752	0.9012784591818729	4438.0	0.46867020750000105	0.46867020750000105	0.8035174603380408	3193.5	57.54325883201153	0.0	0.0911799999999999	0.08399948908574785	25	4.493958375325996	
PA3536	PA3536	0.885369311844932	4437.0	0.46861296234999894	0.46861296234999894	0.841932544964673	2785.0	50.1802451333814	0.0	0.0865199999999999	0.07084850033698654	25	5.393098802834178	
PA4044	PA4044	0.885369311844932	4436.0	0.46860072140000103	-0.46860072140000103	0.786967310913545	4273.0	77.00072098053353	0.0	0.10658000000000044	0.09026681283838504	25	4.01056279729481	dxs
PA1085	PA1085	0.885369311844932	4435.0	0.46854344600000203	0.46854344600000203	0.8418446898533849	2448.0	44.10598413842826	0.0	0.07370000000000006	0.050178431621564386	25	7.868788107564454	flgJ
PA2561	PA2561	0.8854974654840859	4434.0	0.46848995465000004	0.46848995465000004	0.8891285251906741	269.0	4.830569574621485	0.0	0.05527999999999987	0.07261672787083301	25	5.69028606445883	ctpH
PA3656	PA3656	0.915955760964677	4433.0	0.468006949499999	-0.468006949499999	0.786967310913545	4644.5	83.6968276856525	0.0	0.20235999999999954	0.2399968975493922	25	1.1068765980415574	rpsB
PA4269	PA4269	0.943959783826828	4432.0	0.46791565049999995	-0.46791565049999995	0.8784174947669001	4577.0	82.48017303532805	0.0	0.10864000000000008	0.07068143320561605	25	5.083027242173314	rpoC
PA5350	PA5350	0.885369311844932	4431.0	0.46773818865000105	0.46773818865000105	0.9255142095634991	1380.5	24.86481614996395	0.0	0.0657000000000003	0.06182754914545272	25	6.502573597154623	rubA2
PA4606	PA4606	0.885369311844932	4430.0	0.4677364036	-0.4677364036	0.8435914737383949	2013.0	36.265320836337416	0.0	0.1011599999999997	0.13570124354625507	25	2.7013488898135942	
PA5064	PA5064	0.8920900021433729	4429.0	0.46730608385000294	-0.46730608385000294	0.822903379914273	658.5	11.851117519826964	0.0	0.06665999999999989	0.061614344920643126	25	6.502480621453	
PA2131	PA2131	0.885369311844932	4428.0	0.46706479064999895	-0.46706479064999895	0.8890714969231859	897.0	16.149963950973323	0.0	0.05588000000000017	0.05128480119229589	25	8.017673483967172	cupA4
PA3359	PA3359	0.885369311844932	4427.0	0.46693495505000004	-0.46693495505000004	0.795009123606148	3361.5	60.57137707281903	0.0	0.0918199999999994	0.07148832655289455	25	5.247219694986863	
PA1820	PA1820	0.885369311844932	4426.0	0.466915255199999	-0.466915255199999	0.9389629614136259	4.0	0.05407354001441961	0.0	0.035239999999999966	0.04082460450920883	25	10.57389925486298	nhaB
PA0803	PA0803	0.885369311844932	4425.0	0.466801343949999	0.466801343949999	0.837662151475614	3880.0	69.91708723864456	0.0	0.10129999999999983	0.07551655447648499	25	4.840016159156363	
PA1775	PA1775	0.8854974654840859	4424.0	0.466790712900001	0.466790712900001	0.722186020781913	5233.5	94.31326604181687	0.0	0.1794800000000001	0.11867563285415147	25	2.42097476954765	cmpX
PA3849	PA3849	0.885369311844932	4423.0	0.46618838425000103	-0.46618838425000103	0.8711796768149731	981.0	17.66402307137707	0.0	0.0596600000000004	0.036811943261212475	25	11.043382887051935	
PA1290	PA1290	0.885369311844932	4422.0	0.466050272350001	0.466050272350001	0.8812052412029091	2020.5	36.400504686373466	0.0	0.06484000000000056	0.041159172732210966	25	9.747772992434692	
PA0657	PA0657	0.885369311844932	4421.0	0.46598683664999796	0.46598683664999796	0.888548837795203	764.5	13.76171593366979	0.0	0.043679999999999754	0.03100331971472285	25	13.621342505765705	
PA0746	PA0746	0.885369311844932	4420.0	0.46567644054999796	-0.46567644054999796	0.803622171540808	4542.5	81.85832732516222	0.0	0.14465999999999954	0.10773875811424534	25	2.979581778820906	
PA3283	PA3283	0.885369311844932	4419.0	0.4655399270499989	0.4655399270499989	0.777937097569716	2859.0	51.51405912040374	0.0	0.10559999999999987	0.10523396552444497	25	3.4203778718800444	
PA1634	PA1634	0.885369311844932	4418.0	0.46543522200000303	-0.46543522200000303	0.901853217187504	3262.0	58.777937995674115	0.0	0.07211999999999992	0.051562114645024165	25	7.627988586343961	kdpB
PA3575	PA3575	0.885369311844932	4417.0	0.465301606350001	0.465301606350001	0.894370311604422	3622.5	65.27577505407355	0.0	0.0995600000000002	0.0821386429560816	25	4.452734951386496	
PA3929	PA3929	0.885369311844932	4416.0	0.464746993600002	0.464746993600002	0.8551029070517109	4821.0	86.87815428983417	0.0	0.11066000000000001	0.06356029289842281	25	5.570883604420714	cioB
PA4192	PA4192	0.885369311844932	4415.0	0.464222256550003	0.464222256550003	0.786967310913545	4734.5	85.31903388608508	0.0	0.14664000000000002	0.13769172391009335	25	2.306473094616567	
PA4862	PA4862	0.9014066680893851	4414.0	0.464092058399999	-0.464092058399999	0.9068577798256171	462.5	8.318312905551549	0.0	0.05016000000000031	0.04948289266672559	25	8.365154826090922	
PA0439	PA0439	0.885369311844932	4413.0	0.464039513400001	-0.464039513400001	0.947520793961332	427.5	7.687454938716654	0.0	0.04529999999999995	0.048737177800935866	25	8.591788287584437	
PA3149	PA3149	0.9015754637799961	4412.0	0.4638726029	-0.4638726029	0.7806530885868259	5532.5	99.7025955299207	0.0	0.38489999999999946	0.17664146832874014	25	0.44707850114236974	wbpH
PA1010	PA1010	0.943959783826828	4411.0	0.463201342450002	0.463201342450002	0.7433777040065609	5225.5	94.16906993511175	0.0	0.20608000000000043	0.1566184110079869	25	1.6417057279229414	dapA
PA4711	PA4711	0.8920900021433729	4410.0	0.4631294981000011	-0.4631294981000011	0.833138873684395	2083.5	37.536049026676274	0.0	0.1021599999999994	0.1410675606461904	25	2.5588412846050717	
PA4969	PA4969	0.9015754637799961	4409.0	0.46299220555	-0.46299220555	0.830841307202529	2394.5	43.14167267483778	0.0	0.06938000000000001	0.052838448753409414	25	7.449352031263069	cpdA
PA5286	PA5286	0.885369311844932	4408.0	0.462658888049998	0.462658888049998	0.7182368570259351	5379.0	96.93583273251622	0.0	0.2158800000000008	0.13028360730856817	25	1.8941668345543858	
PA1262	PA1262	0.885369311844932	4407.0	0.462509399	0.462509399	0.866299202952866	327.5	5.885003604902668	0.0	0.04338000000000022	0.04220467983529815	25	9.930874979638117	
PA0694	PA0694	0.885369311844932	4406.0	0.4623145474	-0.4623145474	0.8551029070517109	3834.0	69.08795962509012	0.0	0.11651999999999968	0.15580252458373867	25	2.2194412338559206	exbD2
PA5386	PA5386	0.9015754637799961	4405.0	0.462214853500002	0.462214853500002	0.9320821642479951	462.5	8.318312905551549	0.0	0.038759999999999774	0.037657757058362384	25	11.2448240834877	cdhA
PA0659	PA0659	0.885369311844932	4404.0	0.46212931034999793	0.46212931034999793	0.9242449196707919	1696.0	30.551550108147076	0.0	0.0646799999999999	0.07920199387220882	25	5.018173039826198	
PA5334	PA5334	0.9014066680893851	4403.0	0.462045561	0.462045561	0.827900781094917	2327.0	41.925018024513335	0.0	0.08402000000000026	0.08190689327930022	25	4.615308258743781	rph
PA0161	PA0161	0.9015754637799961	4402.0	0.461784179199999	0.461784179199999	0.8551029070517109	3845.0	69.28622927180966	0.0	0.10015999999999987	0.08925101773462693	25	4.0517653286064315	
PA1087	PA1087	0.885369311844932	4401.0	0.4617159170000011	-0.4617159170000011	0.889237027166444	5377.0	96.89978370583994	0.0	0.19227999999999973	0.1357282118794764	25	1.9851135830128994	flgL
PA4434	PA4434	0.885369311844932	4400.0	0.46164648134999997	0.46164648134999997	0.846001325865566	3093.0	55.731795241528474	0.0	0.07499999999999991	0.059247890257797274	25	6.525911381276834	
PA0588	PA0588	0.9015754637799961	4399.0	0.461173248099998	-0.461173248099998	0.8024285357728629	4802.5	86.54470079307859	0.0	0.13292000000000034	0.09497825189659713	25	3.4560885417997285	
PA5318	PA5318	0.885369311844932	4398.0	0.46097764205000197	-0.46097764205000197	0.79188742390079	3861.0	69.57462148521991	0.0	0.10301999999999953	0.08155576824071571	25	4.389114954977477	
PA4138	PA4138	0.8920900021433729	4397.0	0.46091533630000003	0.46091533630000003	0.8784174947669001	2168.0	39.0591204037491	0.0	0.07483999999999993	0.10723219743466329	25	3.6003676650871235	tyrS
PA1516	PA1516	0.885369311844932	4396.0	0.460632889749998	0.460632889749998	0.8766930514399879	3011.5	54.26279740447008	0.0	0.08869999999999971	0.08707025420122955	25	4.271641252940618	
PA4794	PA4794	0.885369311844932	4395.0	0.46050576295	-0.46050576295	0.8856375459095559	1026.5	18.484138428262437	0.0	0.046340000000000305	0.033289675576670716	25	12.441267623534474	
PA0095	PA0095	0.885369311844932	4394.0	0.45993437294999895	0.45993437294999895	0.808212117520575	3386.5	61.02198990627252	0.0	0.11583999999999996	0.09605485845772399	25	3.5822693247884287	
PA0742	PA0742	0.885369311844932	4393.0	0.459837165049998	0.459837165049998	0.890218573448433	883.5	15.906633020908433	0.0	0.05285999999999982	0.048384424146619656	25	8.411326004764105	
PA1866	PA1866	0.885369311844932	4392.0	0.45962816965000003	0.45962816965000003	0.7369030338117191	3736.0	67.32155731795241	0.0	0.09221999999999957	0.06134297025739771	25	5.989409513565127	
PA5435	PA5435	0.885369311844932	4391.0	0.459601311699998	-0.459601311699998	0.8219313863252521	3775.5	68.03352559480895	0.0	0.11812000000000004	0.12299672082349762	25	2.7763448441038476	
PA0296	PA0296	0.885369311844932	4390.0	0.45957392780000106	-0.45957392780000106	0.8383185977084829	3133.0	56.45277577505407	0.0	0.08383999999999998	0.08306294300107586	25	4.523484411034346	spuI
PA1242	PA1242	0.8920900021433729	4389.0	0.45940491910000203	-0.45940491910000203	0.8778090791215999	1155.5	20.809300648882477	0.0	0.050659999999999705	0.03550109153251486	25	11.513587370282394	sprP
PA1069	PA1069	0.9012784591818729	4388.0	0.45936714275	-0.45936714275	0.937647020878042	637.0	11.463590483056956	0.0	0.04567999999999992	0.03763832266896806	25	10.991115262718008	
PA0060	PA0060	0.9015754637799961	4387.0	0.458979450899999	-0.458979450899999	0.728140262368655	5244.5	94.51153568853641	0.0	0.17036000000000037	0.12258955230089268	25	2.354356023681285	
PA0158	PA0158	0.885369311844932	4386.0	0.45877458170000396	-0.45877458170000396	0.8543006209843671	1438.5	25.910237923576062	0.0	0.0567199999999997	0.04149424658913625	25	9.689405513998837	triC
PA2499	PA2499	0.885369311844932	4385.0	0.45871410615	0.45871410615	0.9116193597709771	203.5	3.6499639509733233	0.0	0.036320000000000116	0.031217609880749522	25	13.530635681704481	
PA0894	PA0894	0.885369311844932	4384.0	0.4586871878	0.4586871878	0.8784174947669001	787.0	14.167267483777936	0.0	0.06113999999999979	0.06360940706111513	25	6.249817537491613	
PA2320	PA2320	0.9014066680893851	4383.0	0.458546487649997	0.458546487649997	0.786967310913545	4638.0	83.57966834895458	0.0	0.1491200000000005	0.14217706683334494	25	2.176345978586656	gntR
PA3328	PA3328	0.8920900021433729	4382.0	0.45826374715	0.45826374715	0.8098486628612299	4379.5	78.92033165104543	0.0	0.12120000000000003	0.07893048101546904	25	4.270387596953086	
PA4455	PA4455	0.9015754637799961	4381.0	0.45784668504999804	0.45784668504999804	0.9193878577218321	1153.0	20.76423936553713	0.0	0.0764200000000003	0.08127072556175041	25	4.693285096368255	
PA0404	PA0404	0.900523496015203	4380.0	0.457614564	0.457614564	0.8784174947669001	3889.0	70.07930785868781	0.0	0.11283999999999975	0.12403609353732516	25	2.77963094586053	
PA2417	PA2417	0.885369311844932	4379.0	0.457587152700003	-0.457587152700003	0.786967310913545	3889.0	70.07930785868781	0.0	0.10734000000000041	0.11324077593046296	25	3.0929420062882356	
PA0363	PA0363	0.900523496015203	4378.0	0.45742736345	0.45742736345	0.8454631544640501	4523.0	81.5068493150685	0.0	0.13651999999999995	0.11991528954502334	25	2.676117154597807	coaD
PA0016	PA0016	0.9012784591818729	4377.0	0.4573499053999989	0.4573499053999989	0.939141135033153	833.0	14.996395097332371	0.0	0.06169999999999984	0.062342802311093036	25	6.346360617953786	trkA
PA1075	PA1075	0.885369311844932	4376.0	0.457344817799998	0.457344817799998	0.8099305250947609	4351.5	78.41564527757751	0.0	0.12946000000000008	0.10336635090782714	25	3.172065328032875	
PA3234	PA3234	0.885369311844932	4375.0	0.45705607895000006	-0.45705607895000006	0.814274034981274	5208.0	93.8536409516943	0.0	0.17183999999999977	0.12572363209304227	25	2.268595602924715	
PA3313	PA3313	0.885369311844932	4374.0	0.456995571450003	0.456995571450003	0.8551029070517109	3011.5	54.26279740447008	0.0	0.10356000000000015	0.10306291767653376	25	3.4293185116228866	
PA0176	PA0176	0.885369311844932	4373.0	0.45647866810000104	0.45647866810000104	0.8784174947669001	4230.5	76.23467916366258	0.0	0.1026600000000005	0.12527134881262053	25	2.824418124764015	aer2
PA2759	PA2759	0.885369311844932	4372.0	0.456435559699997	-0.456435559699997	0.8551029070517109	4673.5	84.21953857245855	0.0	0.1274600000000008	0.11640678674372879	25	2.826085736944536	
PA3051	PA3051	0.915955760964677	4371.0	0.4563822806	-0.4563822806	0.8493972450914841	2008.0	36.175198269646714	0.0	0.08535999999999992	0.08760202623227387	25	4.23531619709625	
PA5343	PA5343	0.885369311844932	4370.0	0.456334164649999	0.456334164649999	0.8029959969138292	3649.5	65.76243691420332	0.0	0.08235999999999985	0.05456504528236648	25	6.853731408353738	
PA0155	PA0155	0.885369311844932	4369.0	0.4562304915	0.4562304915	0.8784174947669001	1836.5	33.08399423215573	0.0	0.06811999999999994	0.06618995392051576	25	5.863586065735334	pcaR
PA5408	PA5408	0.885369311844932	4368.0	0.456229489200002	-0.456229489200002	0.894370311604422	969.0	17.44772891131939	0.0	0.061160000000000186	0.08810241672810849	25	4.484207174693285	
PA2910	PA2910	0.9015754637799961	4367.0	0.45614402755000105	-0.45614402755000105	0.897270700141318	571.0	10.273972602739725	0.0	0.06277999999999954	0.08747988816484245	25	4.496622432904432	
PA2113	PA2113	0.885369311844932	4366.0	0.45568590355	0.45568590355	0.901526146291178	3711.5	66.87995674116799	0.0	0.10056000000000034	0.07263067533762875	25	4.889475444076103	opdO
PA1923	PA1923	0.885369311844932	4365.0	0.455504528550001	0.455504528550001	0.889237027166444	1853.5	33.390410958904106	0.0	0.06232000000000033	0.05455900475631887	25	7.206592757806184	
PA4523	PA4523	0.89768913667868	4364.0	0.4554728679999989	0.4554728679999989	0.907953627901093	3660.0	65.95169430425379	0.0	0.1087599999999995	0.10453011129175473	25	3.3168707438977725	
PA4362	PA4362	0.900523496015203	4363.0	0.45539454315	0.45539454315	0.826029950853552	2654.0	47.81903388608507	0.0	0.07657999999999998	0.07048443681645788	25	5.3744423628784395	
PA3382	PA3382	0.885369311844932	4362.0	0.45531751460000003	0.45531751460000003	0.9028636904490341	2803.0	50.50468637346791	0.0	0.08353999999999977	0.13922201394415568	25	2.670393166048629	phnE
PA1203	PA1203	0.9035087727547909	4361.0	0.45491107734999997	-0.45491107734999997	0.814274034981274	3066.0	55.2451333813987	0.0	0.09220000000000043	0.09287771978969642	25	3.905253899119061	
PA0769	PA0769	0.885369311844932	4360.0	0.45453734454999895	0.45453734454999895	0.786967310913545	4840.5	87.2296322999279	0.0	0.13193999999999956	0.10831073354012533	25	2.9784429853435386	
PA4262	PA4262	0.900741554392456	4359.0	0.45445621824999805	-0.45445621824999805	0.80830751123375	4336.0	78.13626532083634	0.0	0.14364000000000027	0.12150510277350411	25	2.558050741534582	rplD
PA4713	PA4713	0.885369311844932	4358.0	0.454427759550002	-0.454427759550002	0.8217152135870109	4654.5	83.87707281903388	0.0	0.10681999999999983	0.08375694996038653	25	4.150196010174747	
PA1279	PA1279	0.885369311844932	4357.0	0.45441107675	0.45441107675	0.8887004534008549	1827.0	32.9127613554434	0.0	0.057279999999999935	0.048355256522257584	25	8.212779857081378	cobU
PA5372	PA5372	0.885369311844932	4356.0	0.45413599159999996	-0.45413599159999996	0.915372572004835	4354.5	78.46971881759193	0.0	0.09212000000000034	0.08132205522898826	25	4.451633576901466	betA
PA4593	PA4593	0.885369311844932	4355.0	0.454032078150001	0.454032078150001	0.939768914635185	1363.0	24.549387166546502	0.0	0.04831999999999991	0.04872667818214842	25	8.326282301317196	
PA2515	PA2515	0.885369311844932	4354.0	0.45369188494999996	-0.45369188494999996	0.8052056224777231	1677.5	30.21809661139149	0.0	0.06104000000000025	0.056253873940675284	25	6.979997241862597	xylL
PA0262	PA0262	0.8854974654840859	4353.0	0.45344780430000103	-0.45344780430000103	0.8784174947669001	1641.0	29.560201874549385	0.0	0.07335999999999981	0.05434736270816918	25	6.993675228381756	vgrG2b
PA1986	PA1986	0.9015754637799961	4352.0	0.45334248234999897	0.45334248234999897	0.7412839656543081	4810.0	86.67988464311463	0.0	0.15821999999999975	0.149342174217466	25	1.9761496301791739	pqqB
PA3095	PA3095	0.885369311844932	4351.0	0.4532413338000011	0.4532413338000011	0.877019415342153	3110.0	56.038211968276855	0.0	0.06786000000000018	0.03790352885946094	25	10.16742623698499	xcpZ
PA3521	PA3521	0.9012784591818729	4350.0	0.453211747549998	-0.453211747549998	0.878640280664323	2285.0	41.16798846431146	0.0	0.07791999999999975	0.09087716985029853	25	4.12965927711233	opmE
PA3512	PA3512	0.9053625223171831	4349.0	0.45304922249999896	-0.45304922249999896	0.8800787666750659	3051.5	54.98377793799567	0.0	0.09221999999999989	0.08133368510852905	25	4.436405678883481	
PA3682	PA3682	0.885369311844932	4348.0	0.45297656649999896	-0.45297656649999896	0.9256518331078271	575.5	10.355082912761354	0.0	0.03793999999999989	0.02059192803017732	25	20.15530385944269	
PA1552	PA1552	0.915955760964677	4347.0	0.452946926399997	-0.452946926399997	0.8620388166103791	3753.5	67.63698630136986	0.0	0.12930000000000047	0.14083419624982169	25	2.2980706037182097	ccoP1
PA4207	PA4207	0.885369311844932	4346.0	0.452929132450001	-0.452929132450001	0.8551029070517109	3959.5	71.35003604902668	0.0	0.09581999999999993	0.06493584654616166	25	5.499414444318347	mexI
PA0646	PA0646	0.8883567994354591	4345.0	0.452750706349997	0.452750706349997	0.868421041605008	4370.5	78.75811103100216	0.0	0.13686000000000004	0.10479230649241378	25	3.014445591698711	
PA5211	PA5211	0.885369311844932	4344.0	0.452561552700001	-0.452561552700001	0.8817748579067901	2156.5	38.851838500360486	0.0	0.09611999999999979	0.1364824683491129	25	2.6116288561564396	
PA0771	PA0771	0.9015754637799961	4343.0	0.452526745449998	-0.452526745449998	0.872924898170565	2495.0	44.953136265320836	0.0	0.09066000000000046	0.08028993295135639	25	4.507000219681766	era
PA0118	PA0118	0.885369311844932	4342.0	0.45243941140000105	0.45243941140000105	0.8193285475765308	1372.5	24.72062004325883	0.0	0.05391999999999933	0.04518519300242801	25	8.81969036579278	
PA2661	PA2661	0.885369311844932	4341.0	0.452281203849997	0.452281203849997	0.899858214106447	520.5	9.363734679163661	0.0	0.05604000000000002	0.05190354034167616	25	7.634184513071326	
PA4612	PA4612	0.9012784591818729	4340.0	0.4521943443	0.4521943443	0.88276755429347	1415.0	25.486661860129775	0.0	0.05762000000000043	0.047705101054988805	25	8.271114316374277	
PA5558	PA5558	0.912814121749335	4339.0	0.45214641135	0.45214641135	0.786967310913545	4087.0	73.64816149963951	0.0	0.13972000000000023	0.12167520632130945	25	2.5677080877510154	atpF
PA2498	PA2498	0.885369311844932	4338.0	0.452146165049999	-0.452146165049999	0.8812052412029091	1898.0	34.19250180245133	0.0	0.07691999999999986	0.07578130266321216	25	4.951434613331762	
PA0947	PA0947	0.885369311844932	4337.0	0.452115649450003	0.452115649450003	0.925165772066856	1667.0	30.02883922134102	0.0	0.07070000000000048	0.06195327540439908	25	6.156504994454572	
PA4275	PA4275	0.885369311844932	4336.0	0.4517763993500011	0.4517763993500011	0.786967310913545	4827.5	86.99531362653208	0.0	0.14143999999999954	0.11311621236586798	25	2.743518306166724	nusG
PA5375	PA5375	0.885369311844932	4335.0	0.451184544499998	0.451184544499998	0.8784174947669001	2643.5	47.6297764960346	0.0	0.07421999999999951	0.06309418885021587	25	5.974631758796417	betT1
PA5357	PA5357	0.912232531848581	4334.0	0.451012285650001	0.451012285650001	0.84953883207427	4727.5	85.1928622927181	0.0	0.11458000000000002	0.06616168327161373	25	5.08500190765771	
PA2077	PA2077	0.885369311844932	4333.0	0.45075217630000003	0.45075217630000003	0.891540879224894	969.0	17.44772891131939	0.0	0.047460000000000065	0.04137176976312837	25	9.748003979743327	
PA5507	PA5507	0.885369311844932	4332.0	0.450697868150002	-0.450697868150002	0.7412839656543081	5025.0	90.55515501081472	0.0	0.17809999999999998	0.16359101697016645	25	1.6663376339283642	
PA4559	PA4559	0.9130782765168509	4331.0	0.45066443865	-0.45066443865	0.8838296528040591	3478.0	62.671232876712324	0.0	0.08074000000000016	0.06688097636847119	25	5.531086098563423	lspA
PA4268	PA4268	0.919985683391902	4330.0	0.450528030199999	-0.450528030199999	0.881925202601689	2544.0	45.836337418889684	0.0	0.1282200000000001	0.14746631536275193	25	2.185638322942798	rpsL
PA1740	PA1740	0.885369311844932	4329.0	0.450443281299998	-0.450443281299998	0.8417532136120891	1249.5	22.503604902667625	0.0	0.08539999999999974	0.11779563871383301	25	3.0989541317978384	
PA3988	PA3988	0.900741554392456	4328.0	0.45032126945000106	-0.45032126945000106	0.928274384392146	1959.5	35.30100937274693	0.0	0.06498000000000005	0.06078265240455793	25	6.339658672432421	lptE
PA0123	PA0123	0.9015754637799961	4327.0	0.4501906682	0.4501906682	0.8744308083034241	2046.5	36.869142033165105	0.0	0.06946000000000009	0.05389571720770868	25	7.064210069469938	
