	Gene ID	Adj P-value (Real)	Rank (Real)	abs(logFC) (Real)	logFC (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean abs(logFC) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score	Gene Name
PA3251	PA3251	0.00301752218203535	4615.0	0.8611294892499971	0.8611294892499971	0.0906461716991638	2637.0	0.23925999999999992	0.22479616322348592	25	2.766370565816785	
PA5061	PA5061	0.00350575347449753	4614.0	0.860299875449999	0.860299875449999	0.010255946817473	5197.0	0.7177399999999998	0.3564524021520968	25	0.3999408464897073	
PA4660	PA4660	0.0047093313696267795	4613.0	0.859372147099998	-0.859372147099998	0.41094122910910397	304.0	0.16255999999999993	0.18994743351780213	25	3.6684472866788793	phr
PA1672	PA1672	0.00670103891852968	4612.0	0.8589151823500011	0.8589151823500011	0.0247981239800543	4415.5	0.39830000000000004	0.1747559607948563	25	2.6357623525683973	
PA4654	PA4654	0.0153286768075806	4611.0	0.858896814649999	-0.858896814649999	0.235023938434897	3596.5	0.2677999999999999	0.15154248579193905	25	3.900535295834781	
PA4534	PA4534	0.0052321016105977	4610.0	0.858275310200002	0.858275310200002	0.0317445177109408	4200.0	0.3906000000000002	0.2663183793256985	25	1.7560759846321026	
PA4453	PA4453	0.0034413647469166897	4609.0	0.8582318187500011	-0.8582318187500011	0.11525689760225698	3724.0	0.3146599999999997	0.2408389295774254	25	2.256993168437301	
PA0298	PA0298	0.005732059313342829	4608.0	0.858181313499999	-0.858181313499999	0.212203333655864	2452.0	0.2525400000000003	0.21791306179300002	25	2.7792795370628562	spuB
PA2373	PA2373	0.0036509270624332704	4607.0	0.855786712349997	0.855786712349997	0.0399703071307583	4290.0	0.3874799999999999	0.26413792482968684	25	1.7729627907539443	vgrG3
PA0376	PA0376	0.00606571803353358	4606.0	0.8557068462499979	-0.8557068462499979	0.13087008678869302	1902.0	0.23539999999999964	0.22960237368110975	25	2.7016569397994568	rpoH
PA5261	PA5261	0.0103077742634676	4605.0	0.855673021600001	0.855673021600001	0.0439247686855519	3929.5	0.30725999999999964	0.17385734813346249	25	3.1543850604405246	algR
PA0644	PA0644	0.0213879501745507	4604.0	0.8555492363500009	0.8555492363500009	0.0434701708186594	4624.5	0.49437999999999993	0.3746461741875036	25	0.9640275578237784	
PA0186	PA0186	0.00908130874054563	4603.0	0.855353997800003	-0.855353997800003	0.10349425551197501	2620.0	0.32031999999999955	0.3662151257571613	25	1.460982794453953	
PA4981	PA4981	0.0206033106978599	4602.0	0.8551121748	-0.8551121748	0.20354887517870496	2408.0	0.2966999999999997	0.35322452137415383	25	1.5808986664561182	lysP
PA0331	PA0331	0.00577552646139164	4601.0	0.8547964646500009	-0.8547964646500009	0.0333608287967927	4463.5	0.3810800000000003	0.20055006025096747	25	2.362085875502575	ilvA1
PA4255	PA4255	0.005952659171934579	4600.0	0.854147334999999	-0.854147334999999	0.0335156483174017	5431.0	0.8137599999999996	0.4067428579581945	25	0.09929451546546987	rpmC
PA2071	PA2071	0.0033693202876304	4599.0	0.853909767699999	0.853909767699999	0.009470927660789821	5097.5	0.5714600000000002	0.32281521804276825	25	0.8749580314475088	fusA2
PA0803	PA0803	0.004197501836989001	4598.0	0.85318388475	0.85318388475	0.0136934681136211	5094.0	0.5191999999999997	0.22583156518373057	25	1.4789070096480086	
PA3179	PA3179	0.00383829295026628	4597.0	0.8523422736499999	0.8523422736499999	0.295548680119873	2770.5	0.23984000000000016	0.21322883443224414	25	2.8725114747303526	
PA0456	PA0456	0.00495521399501216	4596.0	0.8518291431	-0.8518291431	0.124881094068047	3995.0	0.3456199999999996	0.28594413352961146	25	1.770307845982016	
PA0395	PA0395	0.00469321296931903	4595.0	0.851109140749999	0.851109140749999	0.0738947130163091	3155.5	0.2727600000000001	0.19321599097038203	25	2.993277822634534	pilT
PA3815	PA3815	0.00464737767798917	4594.0	0.8506930259000001	-0.8506930259000001	0.28292248122762703	2221.0	0.24288000000000035	0.20887392928111728	25	2.909951605697818	iscR
PA5167	PA5167	0.00590212250204068	4593.0	0.850296594449999	0.850296594449999	0.125375937685778	3083.0	0.43301999999999985	0.41658983825020673	25	1.001648518846924	dctP
PA0272	PA0272	0.006836848609430001	4592.0	0.850167194850001	-0.850167194850001	0.0696998626683065	2868.0	0.23137999999999986	0.1358467488262661	25	4.555038675539934	
PA1259	PA1259	0.0059938776150452	4591.0	0.8501139111	-0.8501139111	0.22706744412701604	312.0	0.19982000000000036	0.21908692529070123	25	2.968200453939185	lhpH
PA3158	PA3158	0.0049773152817104704	4590.0	0.8494104715000009	0.8494104715000009	0.03427879310864201	4980.0	0.6225400000000001	0.46699370802328105	25	0.4858105529093995	wbpB
PA4071	PA4071	0.0345353826534563	4589.0	0.8488556466	-0.8488556466	0.330558727460252	1750.5	0.2572399999999999	0.2614443901992672	25	2.2628737459200545	
PA0083	PA0083	0.00592980265516177	4588.0	0.848227327899998	-0.848227327899998	0.0195300009854966	5001.0	0.6010199999999998	0.42560663763620976	25	0.5808352268023141	tssB1
PA3779	PA3779	0.00930119435233127	4587.0	0.8468801142000009	-0.8468801142000009	0.145636608198474	2098.0	0.2913199999999995	0.24880195772273747	25	2.2329410881047496	
PA4591	PA4591	0.0150974580694882	4586.0	0.8467988417499991	-0.8467988417499991	0.271538309835716	3410.0	0.22664000000000015	0.13458667591308415	25	4.607876950245034	
PA0481	PA0481	0.0206821654343478	4585.0	0.84586676955	-0.84586676955	0.280971176337393	1940.5	0.2012200000000001	0.12804841857672403	25	5.034398524521727	
PA5370	PA5370	0.007500375735891679	4584.0	0.844320265050001	-0.844320265050001	0.17190533996996898	2412.0	0.22812000000000057	0.1273078846733389	25	4.840236460067791	
PA3603	PA3603	0.00784068318931073	4583.0	0.8441869292	-0.8441869292	0.0429214456109324	4327.0	0.39116	0.18738800655324805	25	2.417587643589496	dgkA
PA0496	PA0496	0.006737816314728779	4582.0	0.844117034700001	-0.844117034700001	0.0455177292060549	3501.5	0.3181799999999996	0.1562450585885305	25	3.3661034752148566	
PA5417	PA5417	0.00444797273734856	4581.0	0.8431077703500011	-0.8431077703500011	0.086491343809547	2310.0	0.3115400000000001	0.2651844845260247	25	2.004520631363838	soxD
PA4419	PA4419	0.00544427887474331	4580.0	0.843098177500001	0.843098177500001	0.238071904410364	1925.5	0.22609999999999983	0.2011928490279916	25	3.0667003349316824	ftsL
PA1363	PA1363	0.00464737767798917	4579.0	0.8430903181000009	0.8430903181000009	0.133173475992254	2997.5	0.31784000000000034	0.25306005216153765	25	2.075595549805363	
PA5498	PA5498	0.00523953894606405	4578.0	0.841334919049999	0.841334919049999	0.0497875800508986	3762.0	0.3079200000000001	0.23694631424298	25	2.2512058090213674	znuA
PA4632	PA4632	0.00544900560744455	4577.0	0.8411624895	-0.8411624895	0.0203020252310753	5266.0	0.6502999999999998	0.4439202490312872	25	0.429947698751062	
PA5437	PA5437	0.0104573559272472	4576.0	0.8403018328	-0.8403018328	0.12116793103180301	2337.5	0.24441999999999947	0.15644638858088114	25	3.8088564281043533	
PA0260	PA0260	0.022069406757077997	4575.0	0.839448302299999	-0.839448302299999	0.18286277052428399	3750.5	0.2822599999999993	0.18850205127089018	25	2.955873946959243	tle3
PA1642	PA1642	0.0107703723039413	4574.0	0.8389874410999979	0.8389874410999979	0.237453260913164	1705.0	0.22297999999999976	0.17405078760714274	25	3.5392396068348404	selD
PA4507	PA4507	0.0103550212362665	4573.0	0.837903615350002	-0.837903615350002	0.0794265471266405	3267.0	0.3847200000000005	0.31338411866802285	25	1.446096302761508	
PA2658	PA2658	0.00440624236477123	4572.0	0.8372771757499979	0.8372771757499979	0.0238739003712508	4739.0	0.49864000000000025	0.30831124425381107	25	1.0983614190574944	
PA3126	PA3126	0.0287197074389975	4571.0	0.83719849435	0.83719849435	0.127137658083967	3745.0	0.42848000000000025	0.4042699046841519	25	1.0110040089907841	ibpA
PA1583	PA1583	0.00936925587757001	4570.0	0.837120669499999	-0.837120669499999	0.0264579156080036	5229.0	0.5811399999999998	0.31845327757773195	25	0.8038248858579147	sdhA
PA4849	PA4849	0.00554088980102005	4569.0	0.836871785700001	-0.836871785700001	0.12471117733029699	2423.0	0.1963599999999998	0.11509276331145506	25	5.565178620020601	
PA2990	PA2990	0.00608865577023918	4568.0	0.836457213599997	0.836457213599997	0.0217412189297565	4360.0	0.42380000000000023	0.1636722461710194	25	2.521241219900017	
PA3175	PA3175	0.0103651832577462	4567.0	0.836388378150001	-0.836388378150001	0.205872540095764	3315.5	0.3367599999999995	0.2744715801924371	25	1.8203282751522134	hutE
PA2856	PA2856	0.0103651832577462	4566.0	0.8358358444499999	0.8358358444499999	0.0771314773304643	3639.0	0.26959999999999984	0.15000173610106424	25	3.7748619393877982	tesA
PA0359	PA0359	0.00381904986566266	4565.0	0.8354577775999991	0.8354577775999991	0.0261534631503084	5153.0	0.5728999999999999	0.2445105655522202	25	1.073809538688113	
PA5480	PA5480	0.0195874061293021	4564.0	0.8353277359000001	-0.8353277359000001	0.286393591602659	2215.5	0.22866	0.20869508858619537	25	2.906957418163839	
PA3599	PA3599	0.00577552646139164	4563.0	0.834681768500003	0.834681768500003	0.129733241837721	1824.5	0.18492000000000014	0.12893753978832767	25	5.039352926748054	
PA4979	PA4979	0.0115441909807167	4562.0	0.834067693000001	-0.834067693000001	0.0813979428153679	3279.0	0.3032800000000001	0.21403125161215736	25	2.4799541609083935	
PA0642	PA0642	0.0198861001163458	4561.0	0.8339372072499979	0.8339372072499979	0.20131705136868897	2401.0	0.24411999999999992	0.18851349863250275	25	3.1287796976269373	
PA5431	PA5431	0.0425593666600916	4560.0	0.833723150099999	-0.833723150099999	0.0939323151601527	3632.5	0.30949999999999983	0.2166680929440236	25	2.4194755350315136	
PA4962	PA4962	0.00688648973652354	4559.0	0.8330323428999991	-0.8330323428999991	0.0626590051208927	3998.0	0.31609999999999955	0.168425428602691	25	3.0692060408492274	
PA1770	PA1770	0.0047777878253195205	4558.0	0.832397470050001	0.832397470050001	0.193021348059191	3113.5	0.28185999999999994	0.21624193241213235	25	2.5459329923150134	ppsA
PA2544	PA2544	0.00578535020462091	4557.0	0.8319736946999999	0.8319736946999999	0.0277362295734157	4467.0	0.4031999999999997	0.20537496195982577	25	2.0877603122033657	
PA5106	PA5106	0.0140086762543436	4556.0	0.8318898201	-0.8318898201	0.0712640071321729	4409.0	0.43062	0.3751002166088419	25	1.0697669644868482	
PA0915	PA0915	0.00620208157345543	4555.0	0.8312628837000009	-0.8312628837000009	0.0390915838508584	4862.0	0.4225800000000002	0.17430443195742365	25	2.3446499845731252	
PA3955	PA3955	0.007924826019826421	4554.0	0.8308598388500021	-0.8308598388500021	0.0773529965437293	3069.0	0.21322000000000024	0.1313885839789745	25	4.700863805251452	
PA4178	PA4178	0.0045364654177184795	4553.0	0.830737128899999	-0.830737128899999	0.355233341503305	1639.0	0.1635199999999999	0.11505745666115348	25	5.798990767412554	eftM
PA4517	PA4517	0.00745214932467095	4552.0	0.830303959049999	-0.830303959049999	0.0381976679646114	4919.5	0.45800000000000013	0.18725611917015322	25	1.9882071715461485	
PA4768	PA4768	0.00430454237818088	4551.0	0.829600045500001	-0.829600045500001	0.0623935423966428	3500.0	0.3213399999999995	0.2322087207664689	25	2.188806879527819	smpB
PA3110	PA3110	0.0124917349955518	4550.0	0.8290431009499991	0.8290431009499991	0.18376630859783102	1791.5	0.24803999999999995	0.2691622388696703	25	2.1585609608163643	
PA0505	PA0505	0.00454995742961056	4549.0	0.8289908315500009	0.8289908315500009	0.0126799841884685	5364.0	0.7517199999999999	0.43071268652471006	25	0.17940226505394072	
PA4733	PA4733	0.004717620638020979	4548.0	0.8289352592499991	0.8289352592499991	0.0340104809885148	4842.5	0.4437999999999991	0.22025652657753367	25	1.7485759229678333	acsB
PA0247	PA0247	0.00890494719434624	4547.0	0.8273576099500001	-0.8273576099500001	0.11361753687739501	3078.0	0.24324000000000015	0.16755590609306145	25	3.486105763562747	pobA
PA0069	PA0069	0.013431109224622	4546.0	0.826628056700001	-0.826628056700001	0.0825323330834725	3640.0	0.27086000000000066	0.16356608756096092	25	3.3978195907685698	
PA3157	PA3157	0.00451799460413258	4545.0	0.826253849999999	0.826253849999999	0.0585316069660145	4796.0	0.42285999999999985	0.3045818349256346	25	1.3244186085440388	
PA0089	PA0089	0.00637035779923729	4544.0	0.825876193599999	-0.825876193599999	0.0246192057300601	5058.0	0.5138	0.24611802724167403	25	1.2679940478051928	tssG1
PA2794	PA2794	0.00440617210666668	4543.0	0.825640050650001	0.825640050650001	0.0711322714095974	4393.0	0.34241999999999984	0.18396991828375958	25	2.6266253480890884	
PA1566	PA1566	0.009188766620316159	4542.0	0.825217483650001	-0.825217483650001	0.0330072621336637	3391.5	0.31888000000000005	0.16970374185621193	25	2.983655387392784	pauA3
PA1307	PA1307	0.00577552646139164	4541.0	0.82313347385	0.82313347385	0.0903453307194995	3106.0	0.23559999999999934	0.12461958781293869	25	4.714615769167226	
PA1247	PA1247	0.0061540269599599205	4540.0	0.8226887205	0.8226887205	0.00692877860209987	5440.0	0.8627799999999998	0.3625719491815847	25	-0.11057468618434442	aprE
PA4136	PA4136	0.00691497555687745	4539.0	0.822012874649999	-0.822012874649999	0.32623532273091804	1306.0	0.19777999999999973	0.17689144976510301	25	3.5289036043230357	
PA0262	PA0262	0.0039355470595704	4538.0	0.8210543382500021	-0.8210543382500021	0.0766888775965301	3047.0	0.2629599999999999	0.16540801320774481	25	3.374046561753096	vgrG2b
PA3843	PA3843	0.0183270161548599	4537.0	0.82017077565	0.82017077565	0.0270207077694553	4841.0	0.6393599999999999	0.5764215673735095	25	0.31367801949859786	
PA0784	PA0784	0.004902123772459579	4536.0	0.8201048348000022	0.8201048348000022	0.0250266395052236	4968.0	0.4836599999999997	0.21928965433873077	25	1.5342485527397718	
PA4031	PA4031	0.00672578635597221	4535.0	0.820053833749999	-0.820053833749999	0.0553336606379397	4047.0	0.4570800000000002	0.4008887439178103	25	0.9054228617214934	ppa
PA2026	PA2026	0.005966215811281371	4534.0	0.8194751509000009	-0.8194751509000009	0.131265455041351	2791.0	0.23026000000000038	0.17360594267862325	25	3.393980308558601	
PA4243	PA4243	0.00671894670191925	4533.0	0.8186373051500021	-0.8186373051500021	0.0178424206846116	5158.0	0.6620600000000004	0.3799413419639053	25	0.41210915437803725	secY
PA1555	PA1555	0.0305037116087145	4532.0	0.818008501150004	-0.818008501150004	0.0826521710124231	5041.0	0.5499000000000002	0.3356228972621902	25	0.798838527815211	ccoP2
PA4235	PA4235	0.00493992243366479	4531.0	0.817591688150001	-0.817591688150001	0.23350475494565603	4209.0	0.3896799999999999	0.33929233585017304	25	1.2611887830527395	ftnA
PA0485	PA0485	0.00722560588819474	4530.0	0.81710589815	-0.81710589815	0.15825159869455802	1489.5	0.17933999999999983	0.1402597085172126	25	4.547035673268449	
PA2298	PA2298	0.008145395206881921	4529.0	0.816970016150001	0.816970016150001	0.0565313799842454	4958.0	0.4978399999999995	0.4026922605000832	25	0.7924910594350385	
PA4809	PA4809	0.00688648973652354	4528.0	0.8169244051000001	-0.8169244051000001	0.0339213477596019	4417.0	0.3797800000000002	0.16663577297007173	25	2.623352700974432	fdhE
PA0896	PA0896	0.00588748473115333	4527.0	0.81675057325	-0.81675057325	0.442382275573154	1598.0	0.24595999999999996	0.24979958299938476	25	2.2849940996555063	aruF
PA1343	PA1343	0.00569196807202857	4526.0	0.8164252195000009	-0.8164252195000009	0.065913649925975	4073.0	0.40112000000000025	0.2801509369964702	25	1.4824338049786117	
PA4043	PA4043	0.00429123922451301	4525.0	0.815556057549999	-0.815556057549999	0.0930934424172725	4218.5	0.2962400000000003	0.19048912479894115	25	2.7262241773546405	ispA
PA4606	PA4606	0.00745214932467095	4524.0	0.8151420331000009	0.8151420331000009	0.111316957557739	4067.0	0.38462000000000013	0.25973256598534866	25	1.6575589259156907	
PA0417	PA0417	0.0044622608509982	4523.0	0.814670558	-0.814670558	0.182743560915371	2430.0	0.2080799999999998	0.1382564555454821	25	4.387430269398528	chpE
PA3219	PA3219	0.0103871008478906	4522.0	0.813321487650001	-0.813321487650001	0.079639412814989	4259.5	0.3855400000000003	0.2630527481957435	25	1.6262194201889837	
PA3795	PA3795	0.006043199951324621	4521.0	0.8132571668500009	0.8132571668500009	0.0282929435069068	4619.5	0.45458	0.3551181927659203	25	1.0100219424309431	
PA3145	PA3145	0.00527513021908742	4520.0	0.81304201045	0.81304201045	0.0999355418058191	4116.0	0.45030000000000003	0.366356241701071	25	0.9901346535429849	wbpL
PA4416	PA4416	0.0142777600225495	4519.0	0.81295225385	0.81295225385	0.190306884846247	3178.0	0.2316399999999998	0.12432111646860297	25	4.675893125499797	murF
PA0452	PA0452	0.0301108752980462	4518.0	0.8126471032500009	-0.8126471032500009	0.231986982594893	2598.5	0.2590999999999999	0.20032062841022305	25	2.7633055449308466	
PA4115	PA4115	0.00834035429770506	4517.0	0.812412027400001	-0.812412027400001	0.23893923193447303	2057.0	0.23412000000000002	0.19649805342547255	25	2.942991125453233	
PA2693	PA2693	0.0111628300963621	4516.0	0.8122512322500021	-0.8122512322500021	0.0921997606744389	3583.0	0.32061999999999996	0.22016373073995107	25	2.23302553330502	
PA3878	PA3878	0.00558813535338685	4515.0	0.811780285100001	-0.811780285100001	0.21786194156468802	894.5	0.17267999999999994	0.16809216717820857	25	3.8020824874155936	narX
PA5326	PA5326	0.0114307127971425	4514.0	0.811592941800001	-0.811592941800001	0.176528757045577	2275.5	0.19969999999999988	0.14206219295318023	25	4.307218754546919	sphD
PA0141	PA0141	0.00914025452598214	4513.0	0.811321154749999	-0.811321154749999	0.20175887644430898	3882.0	0.39950000000000024	0.35048615046341935	25	1.1749997944440347	
PA4735	PA4735	0.0059676790369722205	4512.0	0.8098598554999991	0.8098598554999991	0.11122550324697601	2048.5	0.21385999999999986	0.15757937946740797	25	3.782219840656686	
PA5331	PA5331	0.00495521399501216	4511.0	0.809224113800001	-0.809224113800001	0.161592162793737	2580.0	0.2335	0.21075415179777623	25	2.731733201405315	pyrE
PA2638	PA2638	0.00890494719434624	4510.0	0.80804621165	-0.80804621165	0.0882882392328419	4638.0	0.4047	0.23103940861535588	25	1.7457896644875321	nuoB
PA5130	PA5130	0.00580165943239371	4509.0	0.807681265599999	-0.807681265599999	0.113739880615966	3554.0	0.30762000000000006	0.22805085690111582	25	2.1927620548991333	
PA3565	PA3565	0.00625701902832336	4508.0	0.806203781499997	-0.806203781499997	0.257861613435382	1804.5	0.1809599999999998	0.15105206883720582	25	4.139259967196111	
PA0251	PA0251	0.00623214480111135	4507.0	0.8051892963500009	-0.8051892963500009	0.12332135328954	4351.0	0.44182000000000016	0.43983869865364633	25	0.8261421686229072	
PA2231	PA2231	0.00635232489335434	4506.0	0.8048405189000011	0.8048405189000011	0.0478652494853976	4532.0	0.4149799999999999	0.256296722569759	25	1.5211295524619466	pslA
PA2731	PA2731	0.00529184036943628	4505.0	0.80464935605	0.80464935605	0.0471646049640121	5029.0	0.6057199999999998	0.4395870239971452	25	0.45253691576503874	
PA0960	PA0960	0.00554088980102005	4504.0	0.8045887857500021	0.8045887857500021	0.0272380434335077	4526.0	0.4516199999999997	0.2523928518533491	25	1.3984896289974655	
PA5405	PA5405	0.00499858223633477	4503.0	0.8043255448000001	-0.8043255448000001	0.0638771380773695	3024.5	0.2824800000000001	0.23527211550316213	25	2.218050973375917	
PA5362	PA5362	0.00527513021908742	4502.0	0.804220601250001	-0.804220601250001	0.0975416974563323	2076.0	0.21763999999999986	0.1356177624796983	25	4.3252490715426095	
PA2948	PA2948	0.00468412726316065	4501.0	0.803393396549998	0.803393396549998	0.13961936519053197	3210.0	0.25256000000000045	0.17886699667630163	25	3.079569774109023	cobM
PA1959	PA1959	0.00504115474188777	4500.0	0.8029909468499979	-0.8029909468499979	0.0418955470712567	4453.5	0.3812200000000001	0.2232242930328145	25	1.8894491326174634	bacA
PA4248	PA4248	0.0047758609728464	4499.0	0.8023266602	-0.8023266602	0.0152527966214342	5169.0	0.6267600000000004	0.3147625136511655	25	0.5577749972938987	rplF
PA4915	PA4915	0.0126347937609174	4498.0	0.8021266743999979	0.8021266743999979	0.0274532329473368	5128.0	0.6046599999999998	0.3448717974358975	25	0.5725799438172439	
PA2292	PA2292	0.0569572882955626	4497.0	0.802078439150002	-0.802078439150002	0.11800186741427197	3150.5	0.3376800000000002	0.27395851571603524	25	1.695141463065022	
PA0657	PA0657	0.0055523800270016205	4496.0	0.8020324828500011	0.8020324828500011	0.0215209791212342	4394.0	0.4044399999999999	0.19420646873881423	25	2.047266939314561	
PA0459	PA0459	0.008784555184756829	4495.0	0.80180357825	0.80180357825	0.0427427328347405	4842.5	0.4869200000000001	0.3449577172156995	25	0.9128178977747166	
PA1600	PA1600	0.00543150554890005	4494.0	0.8011013052500021	-0.8011013052500021	0.0259619644574781	5084.0	0.5311800000000003	0.231729003004228	25	1.1648145107027321	
PA0802	PA0802	0.0306722129567507	4493.0	0.8010293624	0.8010293624	0.17997856919890098	3457.0	0.3181000000000001	0.2050542103119729	25	2.3551301954018067	
PA0330	PA0330	0.0108234767831749	4492.0	0.79893695175	-0.79893695175	0.0808514101444346	3333.0	0.27544	0.16837602511442404	25	3.109094370141146	rpiA
PA1526	PA1526	0.0196864878548941	4491.0	0.7988417136	0.7988417136	0.237590691286935	2466.5	0.19217999999999982	0.1313754067548413	25	4.617772295328358	
PA4429	PA4429	0.0176624755475365	4490.0	0.798705492350001	-0.798705492350001	0.0513457691874342	5185.5	0.6751800000000001	0.33617833437031613	25	0.36744037232908583	
PA3583	PA3583	0.00831216565610005	4489.0	0.798481629949999	-0.798481629949999	0.0875029096879194	3228.0	0.2592400000000003	0.18106916956419317	25	2.9780974378348004	glpR
PA3385	PA3385	0.00518810804343315	4488.0	0.7983787721500001	0.7983787721500001	0.0345675063027841	4623.0	0.4125999999999999	0.2490315408403789	25	1.5491161113494125	amrZ
PA4264	PA4264	0.00629158508789498	4487.0	0.7983144364000021	-0.7983144364000021	0.0112628480458233	5360.0	0.6540399999999997	0.3557354740534036	25	0.4055666272358985	rpsJ
PA2001	PA2001	0.0060664567475747395	4486.0	0.7981193596499979	-0.7981193596499979	0.114359787586834	4573.0	0.4591000000000001	0.2926792897809252	25	1.158330539560072	atoB
PA0470	PA0470	0.0075581046285685795	4485.0	0.797977784300001	0.797977784300001	0.10731616358457301	2763.5	0.23772000000000038	0.18655959056916188	25	3.0031036334864827	fiuA
PA1643	PA1643	0.0222906355380175	4484.0	0.7974631542499979	0.7974631542499979	0.178102570422802	2165.0	0.18784000000000042	0.11182116675000912	25	5.4517688552909656	
PA4456	PA4456	0.00711098949832882	4483.0	0.7971869367499979	-0.7971869367499979	0.0461214976323156	5038.5	0.4771999999999996	0.20160853156550682	25	1.5871696215694513	
PA4354	PA4354	0.0471715701165931	4482.0	0.796965092700001	-0.796965092700001	0.0222069518357137	5234.0	0.5455599999999999	0.3476718795550386	25	0.7231102297423573	
PA0237	PA0237	0.00890494719434624	4481.0	0.796628979600001	-0.796628979600001	0.12680595539567902	3110.5	0.2807400000000003	0.16617599355301976	25	3.104473567870694	
PA0013	PA0013	0.00959340909828572	4480.0	0.7965511477999979	-0.7965511477999979	0.414138620556286	1616.0	0.20013999999999946	0.13825350507913636	25	4.313895314687411	
PA5469	PA5469	0.00834999554397824	4479.0	0.7943608406499979	-0.7943608406499979	0.0723152973277792	4484.0	0.39903999999999984	0.225233948743671	25	1.755156551021958	
PA0079	PA0079	0.00809060098725684	4478.0	0.7942983793499979	-0.7942983793499979	0.0229295149911183	5093.0	0.5010000000000002	0.297624623757287	25	0.9854640911337452	tssK1
PA2109	PA2109	0.00815223279275584	4477.0	0.794158334450001	-0.794158334450001	0.0194704633732628	5036.0	0.5725599999999996	0.3988338814594364	25	0.5556156203156956	
PA4682	PA4682	0.00535231228051951	4476.0	0.7937107723000001	0.7937107723000001	0.11766339298662899	3880.5	0.27508000000000005	0.18772873159606268	25	2.7626606108219054	
PA2494	PA2494	0.00554088980102005	4475.0	0.793137894149999	-0.793137894149999	0.0997715462507417	4914.0	0.5906199999999995	0.5369835363708402	25	0.37713985705912023	mexF
PA3858	PA3858	0.006737816314728779	4474.0	0.792801779550001	0.792801779550001	0.0469071311076474	4407.5	0.37247999999999953	0.16351512926943534	25	2.570537548592264	
PA4273	PA4273	0.00646616972138005	4473.0	0.792119688199998	-0.792119688199998	0.0187022259474966	5241.5	0.5679800000000004	0.30522844859765774	25	0.734334198629864	rplA
PA3691	PA3691	0.00726253995507073	4472.0	0.7915857292999979	-0.7915857292999979	0.0434108409276236	4881.0	0.5559999999999996	0.4362685764908279	25	0.5400015999202988	
PA2438	PA2438	0.00590212250204068	4471.0	0.791049382449999	0.791049382449999	0.151167536757039	2512.5	0.2442799999999995	0.1977443678085421	25	2.765031381219346	
PA2623	PA2623	0.00585667108051462	4470.0	0.790562493149999	0.790562493149999	0.0461116602861777	4154.5	0.4176999999999998	0.3624985344797964	25	1.0285903463998156	icd
PA4765	PA4765	0.00965654603874945	4469.0	0.7902145509999978	-0.7902145509999978	0.0770821041359533	4660.5	0.3830400000000003	0.24815640733214905	25	1.6407980570697414	omlA
PA5282	PA5282	0.00571167431804811	4468.0	0.790212869499999	-0.790212869499999	0.07114238303732599	3883.5	0.31466	0.24846863148762513	25	1.9139352386366877	
PA0103	PA0103	0.0103414975110383	4467.0	0.7900881721999979	-0.7900881721999979	0.10184760834548	3391.5	0.28081999999999996	0.18848706189020026	25	2.7018733651684963	
PA4563	PA4563	0.00969821538973527	4466.0	0.7900514286000021	-0.7900514286000021	0.0403008308482713	5305.0	0.68084	0.40884763665698254	25	0.2671201171492376	rpsT
PA0227	PA0227	0.0220857223450629	4465.0	0.790014657550001	-0.790014657550001	0.0648187290921068	4698.0	0.5476000000000003	0.42961145236131676	25	0.5642648868357502	
PA0074	PA0074	0.00581498049843741	4464.0	0.789817377249999	-0.789817377249999	0.0319805099411491	4702.5	0.4301	0.22969091550748497	25	1.566093184204653	ppkA
PA1462	PA1462	0.00670103891852968	4463.0	0.7888015412999999	0.7888015412999999	0.48270911199528393	437.0	0.15498000000000028	0.15908314649892955	25	3.9842155203050664	
PA1548	PA1548	0.0236910725856254	4462.0	0.7876192504000009	0.7876192504000009	0.437649513720937	739.0	0.17147999999999983	0.16537158159732282	25	3.7257867672832106	
PA4417	PA4417	0.0107249540693899	4461.0	0.787364586800001	0.787364586800001	0.346969565137648	2086.5	0.2331600000000001	0.17013859056663191	25	3.2573714461502847	murE
PA3890	PA3890	0.00584085374042006	4460.0	0.7872982077500029	-0.7872982077500029	0.136364603436272	3115.0	0.24259999999999957	0.16289803815065776	25	3.3437984516807635	opuCB
PA4292	PA4292	0.005195555121289029	4459.0	0.7870058362999959	-0.7870058362999959	0.0258848175918245	4644.0	0.44527999999999923	0.23514406399765553	25	1.4532615898966676	
PA0043	PA0043	0.0110299772209285	4458.0	0.7855760738500001	-0.7855760738500001	0.446060997875567	786.5	0.14480000000000015	0.11440680341075285	25	5.600856371709226	
PA0226	PA0226	0.0345353826534563	4457.0	0.78494215255	-0.78494215255	0.130283564994216	4147.5	0.38313999999999987	0.3484635777236986	25	1.1530678619978882	
PA0078	PA0078	0.00592114420425282	4456.0	0.7840460162	-0.7840460162	0.0145716235541092	5172.0	0.6122800000000002	0.3453765782929314	25	0.4973296598425282	tssL1
PA5385	PA5385	0.015236935154613999	4455.0	0.783769652200002	-0.783769652200002	0.166572242370062	3681.5	0.30798000000000003	0.19722942858508713	25	2.4123664283433275	cdhB
PA1874	PA1874	0.0220857223450629	4454.0	0.78358176955	0.78358176955	0.0759990233643886	4915.5	0.5008599999999997	0.31674225589060073	25	0.8925925237068756	
