	Gene ID	Adj P-value (Real)	Rank (Real)	Test statistic (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean test statistic (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score	Gene Name
PA4089	PA4089	0.0134083775821222	4252.5	0.696499999999999	0.18264861455079298	3762.0	0.3531399999999993	0.2674838982692852	25	1.2836660532527735	
PA5060	PA5060	0.0130135951774688	4251.0	0.6950000000000041	0.0297285048262661	5054.0	0.6127400000000003	0.28913574954797067	25	0.28450304097161105	phaF
PA0806	PA0806	0.0638060798540182	4250.0	0.695	0.34461335823314304	2862.0	0.22379999999999994	0.13155227098001748	25	3.581846185472346	
PA1242	PA1242	0.0122371732806312	4249.0	0.694999999999999	0.288660235095615	1295.5	0.1858000000000003	0.15309623879551526	25	3.3260124742849984	sprP
PA0480	PA0480	0.0553656581346338	4248.0	0.6945000000000021	0.306182179285709	1565.5	0.21490000000000006	0.18698000115876914	25	2.5649801958914438	
PA5143	PA5143	0.0138667592416124	4247.0	0.693999999999999	0.25165727080170003	2001.5	0.20850000000000013	0.1173680997261751	25	4.136558410101991	hisB
PA5090	PA5090	0.0361227198965039	4246.0	0.6935000000000021	0.0711434762714372	3119.5	0.2943399999999997	0.16791551198941304	25	2.377147860080784	vgrG5
PA4597	PA4597	0.0101847210401496	4245.0	0.693	0.0421223208265107	3703.0	0.32415999999999956	0.210010700124224	25	1.75629146411029	oprJ
PA0315	PA0315	0.0320835284024456	4244.0	0.692500000000003	0.0306673079026646	4617.5	0.4920999999999996	0.29032435165977155	25	0.6902624559542643	
PA3346	PA3346	0.0159883606158764	4243.0	0.692500000000001	0.0162029841893053	5113.0	0.5960800000000003	0.2950191971154865	25	0.3268261894233842	hsbR
PA3214	PA3214	0.0193314728412807	4242.0	0.692499999999999	0.0968605449178968	3244.5	0.29054000000000024	0.204750555554802	25	1.9631692764438586	
PA1381	PA1381	0.0270429470511823	4241.0	0.691999999999999	0.288204180961045	864.0	0.12488000000000012	0.07458542082739776	25	7.603630759319607	
PA1916	PA1916	0.0108970606847098	4240.0	0.6914999999999979	0.135903654450686	2015.5	0.20728000000000013	0.12771249286320166	25	3.7914849921429896	
PA2973	PA2973	0.0170942392327568	4239.0	0.6910000000000011	0.267675385963339	1022.0	0.19903999999999988	0.21058860565883752	25	2.3361187964604184	
PA2808	PA2808	0.0149036226981085	4238.0	0.691	0.18430182713095103	4410.5	0.4661799999999998	0.3335733889765987	25	0.6739746257630042	ptrA
PA2710	PA2710	0.0129323409430887	4237.0	0.690999999999999	0.37464687048529205	690.0	0.19600000000000053	0.15239272182970787	25	3.248186619785813	
PA0419	PA0419	0.0132876276091121	4236.0	0.6905	0.0368090624184096	4536.0	0.42999999999999977	0.23253409248251433	25	1.1202658380924888	
PA2104	PA2104	0.0105325399496838	4234.5	0.6904999999999979	0.0842040434604442	4529.5	0.4811799999999999	0.38874177054526404	25	0.5384551284684375	
PA5315	PA5315	0.0193481864816214	4234.5	0.6904999999999979	0.030691425323967004	4585.5	0.49316000000000004	0.3308130048330428	25	0.5965303573829961	rpmG
PA4428	PA4428	0.0133891151569152	4233.0	0.6900000000000011	0.0950894146826513	2995.5	0.3682400000000002	0.305633976350798	25	1.0527625358991302	sspA
PA1616	PA1616	0.0109713483793624	4232.0	0.69	0.0420974014286225	4198.0	0.4071200000000003	0.14675328502853555	25	1.9275888777889696	
PA0050	PA0050	0.0172995879935609	4231.0	0.689500000000001	0.0412983191153191	3829.5	0.37291999999999986	0.2889402216145526	25	1.0956591582542639	
PA3812	PA3812	0.0152045226888108	4229.5	0.689499999999999	0.103850630581138	3777.5	0.37873999999999974	0.2621110260939056	25	1.1856044540784194	iscA
PA5238	PA5238	0.0123569688018824	4229.5	0.689499999999999	0.09441165114628	3411.5	0.29142000000000046	0.17207469792699506	25	2.313413911491445	
PA2042	PA2042	0.0309972020719995	4227.5	0.688999999999998	0.176893143245372	2183.0	0.22889999999999985	0.15681584209936641	25	2.934014789835172	
PA0528	PA0528	0.0125294351774479	4227.5	0.688999999999998	0.469487695281629	50.5	0.09535999999999997	0.08076889871726585	25	7.349858787576813	
PA0097	PA0097	0.0104181041962642	4226.0	0.6885	0.0360240989680491	4559.0	0.41233999999999915	0.23285947658047615	25	1.1859513044321393	
PA2879	PA2879	0.0105325399496838	4225.0	0.688499999999999	0.177882019700404	1264.5	0.26088000000000006	0.2696383102107955	25	1.5859022394321411	
PA3933	PA3933	0.0192455116419098	4224.0	0.6884999999999979	0.0483758118423588	4157.5	0.3321399999999998	0.17037425226052644	25	2.091630603050706	betT3
PA4882	PA4882	0.0483838462337069	4223.0	0.688000000000001	0.195060066708922	3048.0	0.2729000000000001	0.16248012698993944	25	2.5547739756856753	
PA3453	PA3453	0.0159883606158764	4222.0	0.687000000000001	0.0375197646308339	4364.5	0.4402799999999999	0.2820540388530775	25	0.8747259957816739	
PA3424	PA3424	0.0115255635806444	4221.0	0.686500000000001	0.105784957850748	2389.0	0.22605999999999982	0.1506708830530967	25	3.0559321792634697	
PA3945	PA3945	0.0122491714961616	4220.0	0.686499999999997	0.0597440393418922	4108.0	0.3534400000000004	0.22842227525644968	25	1.4580889697647488	
PA0766	PA0766	0.0227841513259813	4219.0	0.6860000000000029	0.19888739790421803	1331.0	0.2352800000000005	0.1749013460020638	25	2.5769956052521406	mucD
PA3857	PA3857	0.0122940061593274	4218.0	0.686000000000002	0.150495315185953	3145.5	0.30956000000000006	0.2766885402999797	25	1.3605189415935837	pcs
PA0040	PA0040	0.0109645287455901	4216.5	0.6859999999999999	0.0909428007760686	3431.0	0.27195999999999976	0.20168255378192734	25	2.0529291812106263	
PA4540	PA4540	0.0176157508158531	4216.5	0.6859999999999999	0.19498376700002104	2514.5	0.23237999999999986	0.16143989335559744	25	2.809838327883609	
PA4824	PA4824	0.0300100547502495	4215.0	0.6859999999999989	0.174709325021721	3369.5	0.28179999999999944	0.1942614754225174	25	2.0807007623146445	
PA4505	PA4505	0.0180718312589185	4214.0	0.685500000000001	0.241984132268438	1070.5	0.23455999999999955	0.19620600993173845	25	2.2982986105108956	dppD
PA0400	PA0400	0.0261402424328895	4212.5	0.685499999999999	0.0517202618655741	4388.0	0.4505399999999999	0.26283288099728525	25	0.8939520774892163	
PA0861	PA0861	0.0108164050312472	4212.5	0.685499999999999	0.0275026273809019	4758.0	0.44269999999999976	0.2740952921278774	25	0.8858233139105594	rbdA
PA5056	PA5056	0.0246539597321164	4211.0	0.685	0.0229003615292946	4627.0	0.5109599999999997	0.3015949587885492	25	0.5770653485027952	phaC1
PA4176	PA4176	0.0172241267738073	4210.0	0.6845	0.0794727301110104	3751.5	0.39074000000000064	0.47862455101397916	25	0.6137587371514077	ppiC2
PA0662	PA0662	0.0112349166781548	4209.0	0.684499999999999	0.32832265514773806	2034.5	0.2117999999999997	0.17275777840664658	25	2.736200965072221	argC
PA2645	PA2645	0.0377482490733562	4208.0	0.6839999999999989	0.11281731877894802	4410.5	0.46805999999999964	0.3866250692423694	25	0.5585256031719706	nuoJ
PA4533	PA4533	0.0231899723853505	4207.0	0.683500000000001	0.0334060722793074	4464.0	0.45498000000000016	0.23041563351184904	25	0.9917729822280018	
PA4876	PA4876	0.0161287548502195	4206.0	0.683499999999999	0.0511995122808934	4912.0	0.5396599999999999	0.3959611649728629	25	0.36326794828441605	osmE
PA5244	PA5244	0.0117137067329705	4203.5	0.683000000000002	0.12253328548627	2657.5	0.2198799999999993	0.11710734747800097	25	3.9546621964689406	
PA0440	PA0440	0.0432163291614316	4203.5	0.683000000000002	0.0633210020115842	4351.0	0.3725199999999999	0.1724243481453054	25	1.800673764115695	
PA1463	PA1463	0.0265166919442564	4203.5	0.683000000000002	0.0960413632724502	3154.0	0.25164000000000053	0.15491271198108078	25	2.7845358491476335	
PA4187	PA4187	0.0116666653186268	4203.5	0.683000000000002	0.146422632152721	3873.5	0.28823999999999994	0.16036086388725465	25	2.4616978883173584	
PA0985	PA0985	0.0241200724382247	4200.5	0.6829999999999989	0.10808825110128699	4009.5	0.4405800000000003	0.37695309942573296	25	0.6431038778280693	pyoS5
PA3747	PA3747	0.0108730228044149	4200.5	0.6829999999999989	0.0655099895044614	3823.5	0.3270199999999997	0.2680509311057635	25	1.3280312011284976	
PA4481	PA4481	0.0200092683006403	4199.0	0.682499999999999	0.0465619544653605	3579.5	0.39994	0.31894246868884274	25	0.8859278012162809	mreB
PA3991	PA3991	0.0555211253180762	4197.5	0.6819999999999989	0.335371022207142	2782.0	0.2334599999999995	0.15018980491364894	25	2.986487666442378	
PA0796	PA0796	0.0326819623436906	4197.5	0.6819999999999989	0.0352194473628837	4829.5	0.6345000000000001	0.5225057615312325	25	0.09090808847886664	prpB
PA2486	PA2486	0.0115602498634721	4196.0	0.681500000000001	0.131898294889857	3557.0	0.6262600000000001	0.9678863797815663	25	0.057072814695943413	
PA3832	PA3832	0.0386261797849669	4195.0	0.6815	0.250840710190797	1889.0	0.23172000000000006	0.18559791216498053	25	2.4234108819078974	holC
PA0358	PA0358	0.0442870017871239	4194.0	0.681499999999999	0.0590392204397244	4802.0	0.5152199999999997	0.38372057650500474	25	0.43333615704038375	
PA3101	PA3101	0.0311336276256704	4192.5	0.681000000000001	0.0598544010957021	4089.0	0.38696000000000036	0.2702757819955999	25	1.0879258135114291	xcpT
PA2198	PA2198	0.0372891612747026	4192.5	0.681000000000001	0.341182593759665	1412.5	0.27529999999999993	0.2611857576515226	25	1.5533006226981614	
PA4602	PA4602	0.0314734217842129	4191.0	0.680499999999999	0.0419198154198339	4733.5	0.5191999999999997	0.30802113699117034	25	0.5236653613307813	glyA3
PA1364	PA1364	0.0127331589766448	4190.0	0.6789999999999989	0.109151284843056	3581.5	0.3548800000000003	0.2861370330220588	25	1.1327439743705305	
PA2083	PA2083	0.0266316203524399	4188.5	0.6785	0.0606846314936922	4055.0	0.5971200000000003	0.7715325290182735	25	0.10547837834336109	
PA5472	PA5472	0.0138667592416124	4188.5	0.6785	0.0627661691781411	3410.0	0.2896000000000003	0.17095083357503635	25	2.274923098455076	
PA4877	PA4877	0.0254593382348634	4187.0	0.6779999999999979	0.195973500596163	3768.5	0.3677999999999998	0.24490333977578418	25	1.266622171359504	
PA0475	PA0475	0.0241200724382247	4186.0	0.6775	0.28846518886572303	322.5	0.10862000000000009	0.0902892666193865	25	6.300638174392399	
PA2944	PA2944	0.0168640977221895	4185.0	0.6769999999999989	0.13627691132547098	1492.5	0.28970000000000007	0.271529579419996	25	1.42636393731871	cobN
PA1261	PA1261	0.0145866385360024	4184.0	0.6764999999999979	0.27572094751410997	1044.5	0.17561999999999986	0.13404968606204642	25	3.7365249760313497	lhpR
PA5023	PA5023	0.0141891241238984	4183.0	0.6749999999999989	0.0476186317011702	4380.0	0.4697000000000004	0.38854925148986375	25	0.5283757444205353	
PA4627	PA4627	0.0209520966017765	4182.0	0.674499999999997	0.0739907689768173	3679.0	0.29942	0.18892462562267176	25	1.9853420313195305	
PA2974	PA2974	0.0275380554362445	4181.0	0.6735000000000021	0.24544626879791398	2361.0	0.2750400000000003	0.20270190140532254	25	1.9657437707169878	
PA4506	PA4506	0.0141053012592394	4180.0	0.6735	0.0263362257397581	4763.0	0.5052800000000003	0.3308993137395928	25	0.508372163420029	dppF
PA5388	PA5388	0.0168071302551616	4179.0	0.6729999999999989	0.0801645385209717	4549.0	0.4262599999999994	0.22721401988727133	25	1.085936510970651	caiX
PA3116	PA3116	0.0151756209240099	4178.0	0.6725000000000011	0.0785006628377242	3182.0	0.25107999999999986	0.15336127553373222	25	2.747890551466552	
PA0146	PA0146	0.0143062696083157	4177.0	0.671499999999997	0.166283057154363	2442.5	0.22453999999999946	0.12830667363781217	25	3.483528855729588	
PA0490	PA0490	0.017994786864469	4175.5	0.6709999999999979	0.18958208755953196	1857.0	0.23871999999999985	0.18737874301353769	25	2.3069852697686573	
PA1823	PA1823	0.0212955180499353	4175.5	0.6709999999999979	0.0733202813013145	3651.0	0.31049999999999967	0.2392633660494924	25	1.506707884087143	nudC
PA2883	PA2883	0.0178289007332727	4173.5	0.670500000000001	0.0351923105166605	5090.5	0.6418200000000001	0.3849230680711837	25	0.07450839499880829	
PA5028	PA5028	0.0170759999770899	4173.5	0.670500000000001	0.0553930899849663	4025.0	0.4052000000000002	0.30085987879188314	25	0.8818058461810371	
PA0210	PA0210	0.0440076741726807	4172.0	0.670499999999999	0.26594616018153	3832.0	0.38537999999999983	0.3548803284207227	25	0.8034257668460555	mdcC
PA3472	PA3472	0.0117571050240485	4171.0	0.6704999999999971	0.0581085512121366	4289.0	0.49028000000000005	0.3765096579106574	25	0.4786597002586366	
PA3557	PA3557	0.0149272450475784	4169.5	0.67	0.0857427672364328	3945.0	0.3819599999999999	0.2495713374969166	25	1.1541389443551737	arnE
PA5111	PA5111	0.0186560796727343	4169.5	0.67	0.203752655609842	754.0	0.21162	0.23445985264006272	25	1.9550468655445854	gloA3
PA0039	PA0039	0.0154100437002811	4168.0	0.669500000000001	0.0277854332202509	4525.0	0.5243599999999998	0.4520000350294971	25	0.32110616980489715	
PA2553	PA2553	0.111901758491449	4167.0	0.669	0.120576912010699	4944.5	0.6460600000000001	0.6440552887757386	25	0.035618060125871764	
PA5503	PA5503	0.0127844269738035	4166.0	0.668999999999999	0.14452905843193303	2066.5	0.23470000000000013	0.24997504042070537	25	1.7373734564421974	
PA3523	PA3523	0.0349406500248423	4165.0	0.668999999999997	0.258094870570269	2320.5	0.28235999999999994	0.24642631251552627	25	1.5689882953373193	mexP
PA2598	PA2598	0.0206592153497897	4164.0	0.6685000000000021	0.068733121248268	3837.0	0.53322	0.6828901217131009	25	0.19809921933068544	
PA0278	PA0278	0.0270305878074246	4163.0	0.668500000000001	0.238039170103534	2162.5	0.23149999999999968	0.19428426338743945	25	2.249281503198954	
PA5551	PA5551	0.0141891241238984	4162.0	0.6685	0.125165671857241	2140.5	0.25007999999999986	0.24007067882882646	25	1.7429033901234523	
PA0106	PA0106	0.047569109144728	4161.0	0.6684999999999979	0.11760324415511803	4817.5	0.5961600000000004	0.43650049446325556	25	0.16572718912712955	coxA
PA2414	PA2414	0.0195081321003643	4160.0	0.6675	0.0378146105673297	4684.5	0.4752600000000007	0.34540348145321237	25	0.55656648042802	
PA3935	PA3935	0.0347868634491091	4159.0	0.667000000000002	0.0908158575108309	4740.0	0.59718	0.6559711293189663	25	0.10643761116817686	tauD
PA3172	PA3172	0.016643916241899998	4158.0	0.667	0.21906656028365198	2799.0	0.23550000000000004	0.18419006261649018	25	2.342688817574508	
PA0396	PA0396	0.0185617701299191	4157.0	0.666499999999999	0.026012893224487	4711.0	0.4503200000000004	0.26679700772934695	25	0.8102789526758976	pilU
PA4238	PA4238	0.0166993533475215	4156.0	0.666499999999996	0.0171958724545848	5040.0	0.5509599999999997	0.3042585906757603	25	0.3797427699358668	rpoA
PA1872	PA1872	0.0191817312062632	4154.5	0.665999999999999	0.0291710400593675	4279.0	0.42534000000000005	0.2501262481228231	25	0.9621541193942359	
PA5136	PA5136	0.0329757964133455	4154.5	0.665999999999999	0.23427883359413298	1342.0	0.20681999999999978	0.15951971403769077	25	2.878515691743942	
PA1565	PA1565	0.032867596324732004	4153.0	0.6655000000000021	0.0588050069474333	3012.0	0.2603999999999998	0.1378356509277135	25	2.9390074140720883	pauB2
PA1586	PA1586	0.0125289387244482	4152.0	0.6655	0.21921891533054602	2809.0	0.3050999999999992	0.34312011988029373	25	1.0503610226230264	sucB
PA2450	PA2450	0.0180232140126841	4151.0	0.665499999999999	0.0811894477531989	2903.5	0.2826799999999998	0.25495591448980653	25	1.5015144903230115	
PA4610	PA4610	0.0180495981024065	4150.0	0.6654999999999979	0.0243774904921218	4837.0	0.49619999999999975	0.3706642404746734	25	0.4567475939496947	
PA1286	PA1286	0.0155059359609089	4149.0	0.664999999999999	0.0918925007057648	3777.5	0.33115999999999957	0.27039295170794214	25	1.2346475671473418	
PA2039	PA2039	0.015677965524598998	4148.0	0.664499999999999	0.038484902134618	4052.5	0.3170400000000001	0.18941345429157475	25	1.8343997859050405	
PA4621	PA4621	0.0170759999770899	4147.0	0.6640000000000009	0.0957734522842377	3406.0	0.3153999999999997	0.25477334698381093	25	1.3682749947236528	
PA0726	PA0726	0.0415052968656125	4146.0	0.664	0.22830832617676103	3348.5	0.3613199999999999	0.31782905782826076	25	0.9523358313057504	
PA2537	PA2537	0.0205528592400371	4145.0	0.6635000000000021	0.222311957982186	1701.0	0.23728	0.24704149786355067	25	1.7252971815909963	
PA5552	PA5552	0.0125499544413425	4144.0	0.663499999999999	0.3619327386729129	899.5	0.16862000000000033	0.17011064291611303	25	2.909165420320231	glmU
PA1308	PA1308	0.0169962873067818	4143.0	0.662500000000001	0.0842461693411347	1860.0	0.29750000000000054	0.28258129361300605	25	1.2916637026223912	
PA1068	PA1068	0.0169341831472926	4142.0	0.661999999999999	0.0697007777347529	3983.0	0.3609799999999997	0.23101769773475447	25	1.3030170543281008	
PA0110	PA0110	0.0184640502726341	4141.0	0.661499999999999	0.212932040031281	3504.5	0.3291800000000006	0.23211755642346404	25	1.4316883441325303	
PA2796	PA2796	0.0321260281590349	4140.0	0.660500000000001	0.0654940579546945	4680.5	0.43042000000000036	0.20816618361299666	25	1.1052707793680077	tal
PA3698	PA3698	0.0164756673561511	4139.0	0.6605	0.293410577540682	1408.5	0.1772000000000001	0.1167500000000002	25	4.1396145610278285	
PA3138	PA3138	0.028195807236334997	4138.0	0.66	0.0453514191509704	3759.0	0.36390000000000045	0.2164094306324624	25	1.3682398180829705	uvrB
PA4377	PA4377	0.0255107956326651	4137.0	0.659999999999999	0.030040741149512995	5145.0	0.6289999999999999	0.3701023788539238	25	0.08376060725682223	
PA0070	PA0070	0.0164305843476304	4136.0	0.6599999999999979	0.0167181912870321	5335.0	0.9206599999999999	0.6542997325385363	25	-0.39838011088389047	tagQ1
PA1974	PA1974	0.0139044846402676	4135.0	0.659499999999999	0.17619806928954798	2853.5	0.2758599999999997	0.19994236252813744	25	1.918752960348813	
PA0029	PA0029	0.0136714966669706	4134.0	0.6584999999999991	0.192274461086358	1492.5	0.1606200000000003	0.119324599307938	25	4.172484155719914	
PA0729	PA0729	0.0174568808015916	4133.0	0.6579999999999999	0.0605267900145941	4014.0	0.5928799999999996	0.6333828699925506	25	0.10281301103196269	
PA4444	PA4444	0.01887911012755	4131.5	0.657999999999999	0.048665888738423	3607.0	0.32243999999999995	0.24510879047204015	25	1.3690247475570518	mltB1
PA1810	PA1810	0.0529647947695675	4131.5	0.657999999999999	0.42076503412488797	848.0	0.1606199999999999	0.14023093156171534	25	3.546863694484574	nppA2
PA5568	PA5568	0.0172507409602764	4130.0	0.657500000000001	0.019526167336489	5081.0	0.5767199999999997	0.33446898461093016	25	0.2415171621786347	
PA4307	PA4307	0.0572406867947887	4129.0	0.656500000000001	0.15054897768741698	3084.0	0.2976400000000002	0.23441587510234918	25	1.5308690157751372	pctC
PA4154	PA4154	0.0296472979397086	4128.0	0.6559999999999999	0.0147462106754714	4636.5	0.5180800000000001	0.2684462500514145	25	0.5137713787157934	
PA1726	PA1726	0.0255107956326651	4127.0	0.655999999999999	0.0688863301565163	3299.5	0.29855999999999994	0.16703263902602983	25	2.139941044362574	bglX
PA4530	PA4530	0.0193314728412807	4126.0	0.6559999999999971	0.0617046839084186	3640.5	0.3316800000000002	0.26208112929650873	25	1.2374794052152969	
PA0088	PA0088	0.0135623335653016	4125.0	0.655500000000001	0.0291710400593675	4807.0	0.5859400000000003	0.44343254654268793	25	0.15686715046592614	tssF1
PA5464	PA5464	0.0136015004985781	4124.0	0.6554999999999991	0.0413413973606094	4712.0	0.5372999999999999	0.31541434389281225	25	0.37474516390468054	
PA4240	PA4240	0.0212955180499353	4123.0	0.6550000000000029	0.0372966102662197	4600.0	0.4909399999999992	0.35110594080229823	25	0.467266374431366	rpsK
PA5475	PA5475	0.0265006017357669	4122.0	0.6550000000000009	0.0704897503856325	4270.0	0.6690199999999997	0.7544874292082893	25	-0.018582151878541567	
PA5275	PA5275	0.0141035363349107	4121.0	0.654999999999999	0.10414735477368599	3007.0	0.30158000000000035	0.22106780068567233	25	1.598695056013665	
PA0855	PA0855	0.016643916241899998	4119.5	0.6544999999999991	0.33953452861970795	657.0	0.1862999999999998	0.18556383672472399	25	2.5231209284304352	
PA4420	PA4420	0.0349406500248423	4119.5	0.6544999999999991	0.29917161925247804	2908.5	0.25146000000000074	0.16922125063557117	25	2.3817339635904884	
PA0530	PA0530	0.0166473691774189	4117.5	0.654	0.254880739923099	1037.5	0.1621399999999998	0.1406749000355079	25	3.4964304213178705	
PA3014	PA3014	0.02286598908748	4117.5	0.654	0.12263830110741099	2772.5	0.3504199999999999	0.3742075426818653	25	0.8112610393267525	faoA
PA5418	PA5418	0.0158519532957267	4116.0	0.653999999999999	0.0572419164485854	4404.5	0.4659599999999997	0.289813766351198	25	0.6488304622911921	soxA
PA2177	PA2177	0.0283519704737391	4115.0	0.653500000000001	0.0799285280853841	2903.5	0.28708000000000006	0.20270019322470614	25	1.8076943794217348	
PA4908	PA4908	0.0208450328010065	4114.0	0.653000000000001	0.19953641037809397	3173.5	0.23276000000000036	0.16448981224785125	25	2.5548086793775906	
PA3959	PA3959	0.0135776252487596	4113.0	0.652999999999999	0.14897070378068	2012.0	0.20183999999999955	0.131303934949922	25	3.4359975591901897	
PA2841	PA2841	0.0147434573600721	4112.0	0.6525	0.0247668675199889	4094.5	0.36603999999999964	0.17307981781055046	25	1.655074540889299	
PA0111	PA0111	0.106570343122254	4111.0	0.6524999999999979	0.25694801788696603	4081.0	0.3597999999999997	0.2702445266174079	25	1.083093166265606	
PA2006	PA2006	0.0139044846402676	4110.0	0.6514999999999979	0.0342489898700059	4191.0	0.49117999999999945	0.4367584162516695	25	0.3670679122245434	
PA2585	PA2585	0.024179944906450004	4109.0	0.6509999999999999	0.13740240903366902	1202.5	0.1904800000000001	0.1640859454676119	25	2.8065779716087844	uvrC
PA0539	PA0539	0.0329402577085646	4108.0	0.6505	0.21448072092940698	1599.0	0.18021999999999985	0.10323346114511506	25	4.555499687634502	
PA4114	PA4114	0.0158832000503236	4107.0	0.6500000000000021	0.109254811134141	2376.0	0.22764000000000054	0.15200065241088045	25	2.778672283973489	
PA5142	PA5142	0.0263622844845695	4106.0	0.649999999999999	0.113835687543185	3324.5	0.2835599999999998	0.20449273214469024	25	1.79194632570473	hisH1
PA3744	PA3744	0.0147416766332278	4104.5	0.6495000000000021	0.0664429031245554	4419.0	0.38862	0.30231979067426795	25	0.8629272976742867	rimM
PA4432	PA4432	0.0188104805329219	4104.5	0.6495000000000021	0.0405535396230526	4743.0	0.5033000000000002	0.38333710143075533	25	0.3813875553770548	rpsI
PA0698	PA0698	0.025692510763866003	4103.0	0.6495	0.208957413390404	2402.5	0.27659999999999996	0.23218881504786854	25	1.606020513620013	
PA0478	PA0478	0.0562213386990692	4102.0	0.6489999999999971	0.0896607779856775	4162.5	0.38213999999999965	0.20010598858271744	25	1.3335932716960446	
PA3473	PA3473	0.018834707903256	4101.0	0.648500000000001	0.0642360057898373	4165.0	0.3872399999999999	0.2415424013846567	25	1.0816320385253768	
PA5274	PA5274	0.0183601331700862	4099.5	0.6485	0.0464548906330091	3750.0	0.3737600000000003	0.29537779904161116	25	0.9301308388491846	rnk
PA1493	PA1493	0.0169962873067818	4099.5	0.6485	0.05643937544785401	3393.5	0.4263999999999999	0.527017532124565	25	0.42142810525609775	cysP
PA2611	PA2611	0.0254110911287164	4097.5	0.648000000000001	0.261577918853995	1747.5	0.1989999999999997	0.10732903071086282	25	4.1833975116161914	cysG
PA1844	PA1844	0.0227841513259813	4097.5	0.648000000000001	0.0356338005041656	4514.5	0.3986199999999996	0.24350514539395973	25	1.024126203150808	tse1
PA5018	PA5018	0.051985961235762004	4096.0	0.6479999999999979	0.15551816752713798	3384.5	0.3025800000000005	0.21857753582348438	25	1.5803087847003023	msrA
PA0963	PA0963	0.0179602211756659	4095.0	0.647999999999996	0.207056583755892	3911.0	0.35001999999999955	0.2831553784291118	25	1.0523550767537195	aspS
PA3602	PA3602	0.0154507352312716	4094.0	0.6474999999999971	0.0472677186340573	5130.0	0.5429799999999999	0.3178894422594114	25	0.32879355557428164	
PA0627	PA0627	0.0240002170347331	4093.0	0.6470000000000021	0.102676808101929	4126.0	0.5131999999999998	0.3599929397455829	25	0.37167395586858615	
PA4628	PA4628	0.0140794557145711	4092.0	0.647000000000001	0.030413593521987005	4714.0	0.4884000000000002	0.2685451157006336	25	0.5905897770146136	lysP
PA3509	PA3509	0.0204598579431549	4091.0	0.6469999999999979	0.157246997164676	1833.0	0.1963599999999997	0.16058626446036192	25	2.806217589744304	
PA2462	PA2462	0.0244355978211188	4090.0	0.6465	0.037421934023358	4518.5	0.5109200000000005	0.38192780404154925	25	0.35498855690865067	
PA2471	PA2471	0.0223184156000189	4089.0	0.6460000000000029	0.28796569238199393	510.5	0.13047999999999985	0.12205330802563298	25	4.223728208101794	
PA1069	PA1069	0.0553048184427847	4087.5	0.646000000000001	0.0979738916784746	3095.0	0.3554599999999998	0.31692467296399224	25	0.9167478103953468	
PA0406	PA0406	0.0242867834540093	4087.5	0.646000000000001	0.0981153706637061	3052.0	0.30279999999999946	0.192309808642201	25	1.7846203603610096	tonB3
PA3461	PA3461	0.0172312857621846	4086.0	0.6459999999999979	0.0293938548815375	4666.0	0.52422	0.3095936207353118	25	0.3933543582414902	
PA2116	PA2116	0.0265651146506897	4085.0	0.645500000000001	0.114638709519875	4381.0	0.6015399999999995	0.6724409038470718	25	0.06537377448115342	
PA4252	PA4252	0.0147358918151326	4084.0	0.645499999999998	0.0133946840911906	5139.0	0.6670399999999997	0.38671126502857417	25	-0.05570047202635844	rplX
PA0172	PA0172	0.0557444873258029	4083.0	0.645000000000001	0.0910997960811304	3643.0	0.3388199999999998	0.255333437228003	25	1.199137893274018	siaA
PA4100	PA4100	0.0152985784766429	4082.0	0.644999999999999	0.0416642670516574	4015.0	0.3874799999999998	0.19438961520616233	25	1.3247621264483864	
PA4482	PA4482	0.0307557597256186	4080.5	0.6444999999999991	0.068519957454032	4115.0	0.5098200000000002	0.4296708740419811	25	0.3134492192431921	gatC
PA5011	PA5011	0.0172552638798446	4080.5	0.6444999999999991	0.0900100567548867	3611.5	0.31247999999999976	0.23774117053355856	25	1.3965608028885041	waaC
PA5393	PA5393	0.0270429470511823	4079.0	0.643999999999999	0.10951848449211599	2476.5	0.23245999999999953	0.1485039926511519	25	2.771238622295771	
PA1667	PA1667	0.0371421866700011	4077.0	0.6435	0.135566820536627	3140.5	0.3037000000000003	0.2666092255843118	25	1.2745245377585113	hsiJ2
PA0749	PA0749	0.0144804181622304	4077.0	0.6435	0.0640396664763809	4170.0	0.38289999999999985	0.21439469054370972	25	1.2155151759547436	
PA2310	PA2310	0.0229597615063423	4077.0	0.6435	0.127188489055382	4193.5	0.5461400000000002	0.8274775490408586	25	0.11765878133231673	
PA0603	PA0603	0.015910781425938998	4075.0	0.6434999999999991	0.28063714064010803	1563.5	0.21540000000000034	0.1962458067492564	25	2.181447884626563	agtA
PA0274	PA0274	0.0242867834540093	4073.5	0.643499999999998	0.31989400285634495	696.5	0.17976	0.16176288717337717	25	2.8667885947347256	
PA4619	PA4619	0.0192402265859974	4073.5	0.643499999999998	0.0236685650770663	5018.0	0.5503599999999998	0.2738447522472056	25	0.34011971832828336	
PA4899	PA4899	0.0206477075546582	4072.0	0.643	0.22245914385243398	2026.5	0.2204000000000002	0.15049044820187102	25	2.8081516471604586	
PA5466	PA5466	0.0199543708813527	4071.0	0.642999999999999	0.124314884165848	2661.0	0.21811999999999948	0.1353611896618327	25	3.1388613018359237	
