	Gene ID	Adj P-value (Real)	Rank (Real)	abs(logFC) (Real)	logFC (Real)	Median adj p-value (simulated)	Rank (simulated)	Percentile (simulated)	Percent DE (simulated)	Mean abs(logFC) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score	Gene Name
PA1931	PA1931	0.266350433760656	4637.0	0.42112301575000005	-0.42112301575000005	0.8297372015713729	3731.0	67.23143475126172	0.0	0.13668000000000022	0.11604694452390034	25	2.4511030162575085	
PA2754	PA2754	0.26730372799642	4636.0	0.419825048500002	0.419825048500002	0.49598514166395097	5486.0	98.86445565969719	0.0	0.3816199999999998	0.2222442481445432	25	0.17190567953486216	
PA2852	PA2852	0.258825180007999	4635.0	0.419499770250002	-0.419499770250002	0.9367124294839008	270.0	4.848594087959625	0.0	0.04279999999999969	0.027296596246907143	25	13.80024699206534	earP
PA3926	PA3926	0.23359064319992104	4634.0	0.41907915310000105	-0.41907915310000105	0.72834315788547	5106.5	92.02415284787311	0.0	0.18805999999999995	0.09259278229610184	25	2.4950017417256833	
PA0312	PA0312	0.25843090254054896	4633.0	0.4187513136	0.4187513136	0.597650464150216	5135.5	92.54686373467916	0.0	0.21213999999999977	0.10658081049920154	25	1.9385414000163574	
PA1770	PA1770	0.266350433760656	4632.0	0.418616500200001	0.418616500200001	0.9083722628540909	3704.5	66.75378514780101	0.0	0.1735800000000002	0.1963322906027769	25	1.2480702967794695	ppsA
PA3510	PA3510	0.245724262724276	4631.0	0.41811020095	-0.41811020095	0.9124824068241909	2408.0	43.385003604902664	0.0	0.11267999999999993	0.0885611700088323	25	3.4488049437415875	
PA3080	PA3080	0.24481004635495499	4630.0	0.4179663648	-0.4179663648	0.9319173529154341	191.0	3.424657534246575	0.0	0.0910399999999999	0.11752596521620208	25	2.7817373309683755	
PA2644	PA2644	0.241718332401118	4629.0	0.417698542449997	0.417698542449997	0.9139786447868911	2254.0	40.60922855082912	0.0	0.1034399999999996	0.06839306129523165	25	4.594889254824268	nuoI
PA4961	PA4961	0.25158987148241696	4628.0	0.4176028056499989	0.4176028056499989	0.892332521968429	1582.5	28.505767844268203	0.0	0.0825399999999996	0.05950576302622528	25	5.630762275955204	
PA0085	PA0085	0.25802794602789203	4627.0	0.416979323400001	-0.416979323400001	0.602601102574396	5213.0	93.94376351838501	0.0	0.31284000000000034	0.3118067550583211	25	0.3339867456704784	hcp1
PA4166	PA4166	0.306599375085591	4626.0	0.416838856799998	-0.416838856799998	0.782321770406158	4574.0	82.42609949531362	0.0	0.1574600000000002	0.10275070153856164	25	2.524351200684062	
PA5499	PA5499	0.25802794602789203	4625.0	0.416686574	-0.416686574	0.915768170102883	543.0	9.769286229271808	0.0	0.09447999999999998	0.1154791178814015	25	2.7901717636162595	zur
PA3147	PA3147	0.297349242942078	4624.0	0.4164118017000011	0.4164118017000011	0.739385517210303	4379.5	78.92033165104543	0.0	0.22610000000000016	0.18266681873473015	25	1.0418520616838074	wbpJ
PA5389	PA5389	0.24469473861483101	4623.0	0.416409688000002	-0.416409688000002	0.9124824068241909	1291.0	23.25162220620043	0.0	0.08884000000000024	0.11620677691081531	25	2.8188518493323342	cdhR
PA2923	PA2923	0.306474078243222	4622.0	0.416267071649998	-0.416267071649998	0.7776685897550071	4076.0	73.44989185291998	0.0	0.13598000000000024	0.06020182721479487	25	4.655790108329403	hisJ
PA1712	PA1712	0.24089846692143302	4621.0	0.415677378600002	0.415677378600002	0.87776151591973	3802.5	68.52018745493872	0.0	0.13948000000000016	0.10270005679972488	25	2.689359550585387	exsB
PA2318	PA2318	0.333833448656526	4620.0	0.41551654664999893	-0.41551654664999893	0.937389823143098	830.5	14.951333813987022	0.0	0.10801999999999998	0.16447856243291994	25	1.8695235543258513	
PA0543	PA0543	0.262522639915576	4619.0	0.41530025904999895	-0.41530025904999895	0.899996679251999	1213.0	21.845710165825523	0.0	0.08971999999999969	0.0602923571718118	25	5.400025381694917	
PA0033	PA0033	0.48594828822221203	4618.0	0.415243780299999	-0.415243780299999	0.792883810063553	4271.0	76.96467195385725	0.0	0.1478599999999997	0.0889344936830851	25	3.0065250188842576	hptC
PA5156	PA5156	0.36705663326111704	4617.0	0.41523632689999995	-0.41523632689999995	0.6134632487990601	4615.0	83.16510454217736	0.0	0.17058000000000018	0.10196023326114266	25	2.399526943738751	
PA2437	PA2437	0.3565219715347	4616.0	0.414633748549999	-0.414633748549999	0.835588530325939	4189.5	75.49567411679885	0.0	0.1482399999999997	0.08371194657872943	25	3.1822668022593557	
PA2639	PA2639	0.277386382646209	4615.0	0.414512952749998	0.414512952749998	0.8537409472172309	2780.5	50.09913482335977	0.0	0.13755999999999977	0.1089120746290322	25	2.542904023207103	nuoD
PA1924	PA1924	0.258825180007999	4614.0	0.41374357250000104	-0.41374357250000104	0.848714877545147	4349.5	78.37959625090123	0.0	0.15616000000000005	0.110755052555929	25	2.32570493675606	
PA1837	PA1837	0.49773906830933506	4613.0	0.413458195	0.413458195	0.853852814831115	4062.5	73.20656092285509	0.0	0.17401999999999995	0.16223712583746064	25	1.4758532842839207	
PA5372	PA5372	0.391897311575414	4612.0	0.413425065400002	-0.413425065400002	0.7598621542810121	5045.5	90.92465753424658	0.0	0.20656000000000035	0.1752642837735818	25	1.1803036017723034	betA
PA2233	PA2233	0.284696589477948	4611.0	0.413106432499998	0.413106432499998	0.820672476075014	3927.0	70.76423936553714	0.0	0.16129999999999978	0.13823854684324996	25	1.8215355864925578	pslC
PA3720	PA3720	0.271361802232842	4610.0	0.412971259950001	0.412971259950001	0.799368076495532	3633.0	65.465032444124	0.0	0.14062000000000005	0.08384537852499645	25	3.248256072561067	
PA0669	PA0669	0.244382053428121	4609.0	0.4129446304999989	-0.4129446304999989	0.673297696369606	4569.0	82.33597692862293	0.0	0.1833999999999999	0.10829425577256405	25	2.11963809956902	
PA0803	PA0803	0.296157115869256	4608.0	0.41280977760000104	0.41280977760000104	0.769323570697143	3638.0	65.55515501081472	0.0	0.1347999999999996	0.08892611633635335	25	3.1263006758156373	
PA3258	PA3258	0.275748904433417	4607.0	0.41253488935000104	-0.41253488935000104	0.9283117636037521	2363.0	42.57390050468637	0.0	0.08635999999999991	0.06071201144199833	25	5.372493541275844	
PA1791	PA1791	0.28734552542418895	4606.0	0.412043593850001	-0.412043593850001	0.667788805787306	4497.5	81.04722422494592	0.0	0.19474000000000027	0.16226997309011484	25	1.3391485172017843	
PA3891	PA3891	0.237853167422347	4605.0	0.41164584815	0.41164584815	0.8886991268551099	1452.5	26.16258111031002	0.0	0.07517999999999944	0.041608262400633665	25	8.086515243301207	opuCA
PA5309	PA5309	0.24089846692143302	4604.0	0.411624346549998	-0.411624346549998	0.8585588015887199	3164.0	57.011535688536405	0.0	0.11226000000000014	0.11756674699931077	25	2.546335202689183	pauB4
PA2759	PA2759	0.28020312515425	4603.0	0.41161447835000203	0.41161447835000203	0.7154024334254541	4987.0	89.87022350396539	0.0	0.3003399999999997	0.32033012658818083	25	0.34737437759969964	
PA3917	PA3917	0.262522639915576	4602.0	0.4115054957	-0.4115054957	0.905545097982476	1582.5	28.505767844268203	0.0	0.11562000000000024	0.14225807534196427	25	2.079920559790657	moaD
PA1421	PA1421	0.260639235310689	4601.0	0.41138936584999897	-0.41138936584999897	0.821541554258692	1870.0	33.68781542898341	0.0	0.1154400000000001	0.11306767147745339	25	2.617453441667573	gbuA
PA1914	PA1914	0.28281113006422604	4600.0	0.41131375405000203	0.41131375405000203	0.8938942414554579	1911.0	34.42682047584715	0.0	0.13580000000000012	0.13652052653966223	25	2.018112301742105	
PA5022	PA5022	0.362692978233399	4599.0	0.410996068099999	0.410996068099999	0.9277251586172791	185.0	3.316510454217736	0.0	0.04868000000000003	0.036237319621259576	25	9.998423500601206	
PA0135	PA0135	0.566123839846281	4598.0	0.41069637135000103	-0.41069637135000103	0.961275871346768	2625.0	47.29632299927901	0.0	0.1116000000000001	0.08971981850925372	25	3.333671158944131	
PA1662	PA1662	0.271361802232842	4597.0	0.41050943549999697	-0.41050943549999697	0.747727774695625	5347.0	96.35904830569575	0.0	0.26450000000000046	0.13107424740708334	25	1.1139444886265741	clpV2
PA4772	PA4772	0.24469473861483101	4596.0	0.41038505314999896	0.41038505314999896	0.784014064366114	4705.0	84.78731074260995	0.0	0.17542000000000077	0.10648529632457886	25	2.206549272622569	
PA3757	PA3757	0.23908662644469297	4595.0	0.4100852393	-0.4100852393	0.8840990251344889	1325.5	23.873467916366256	0.0	0.09956000000000005	0.09808311951265289	25	3.1659396728296523	nagR
PA0577	PA0577	0.262522639915576	4594.0	0.4098916911	0.4098916911	0.939423794299335	937.5	16.879956741167987	0.0	0.09255999999999964	0.09300037186305588	25	3.4121550779095267	dnaG
PA3349	PA3349	0.361642158369767	4593.0	0.40981440745000197	0.40981440745000197	0.55134746538266	5356.0	96.52126892573901	0.0	0.2886199999999999	0.1569528379269811	25	0.7721708575055213	
PA0070	PA0070	0.26361321166393603	4592.0	0.40959739865	-0.40959739865	0.7534283185553778	4765.0	85.86878154289835	0.0	0.1994000000000002	0.17380688517240447	25	1.2093732560795762	tagQ1
PA1564	PA1564	0.281265439118079	4591.0	0.40951172785000206	0.40951172785000206	0.6773033028082049	4605.5	82.99387166546504	0.0	0.16603999999999983	0.07122425265783175	25	3.4183823454022626	
PA5324	PA5324	0.394162043167243	4590.0	0.409350037700001	-0.409350037700001	0.8207716851937091	2421.0	43.61932227829848	0.0	0.11816000000000004	0.09420950942801185	25	3.0908773378393133	sphR
PA3161	PA3161	0.377060966619671	4589.0	0.4089430896499979	0.4089430896499979	0.67702053421397	5105.0	91.9971160778659	0.0	0.23632000000000017	0.13503910544727316	25	1.2783192622480715	himD
PA2640	PA2640	0.391897311575414	4588.0	0.408919146999997	0.408919146999997	0.8907952257277719	2292.0	41.29416005767844	0.0	0.13463999999999982	0.12744717206225759	25	2.1521006905199322	nuoE
PA3207	PA3207	0.40971334586953795	4587.0	0.408650132649998	-0.408650132649998	0.8070225087244309	2140.5	38.56344628695025	0.0	0.08824000000000026	0.05144781336461253	25	6.227866875103893	
PA3195	PA3195	0.380879350898199	4586.0	0.408587123150001	0.408587123150001	0.870261783957719	4361.5	78.5958904109589	0.0	0.17776000000000047	0.16581020274197059	25	1.392116524392697	gapA
PA1399	PA1399	0.355456964408711	4585.0	0.40817964640000204	-0.40817964640000204	0.9124824068241909	1538.5	27.71268925739005	0.0	0.08478000000000009	0.053840443286931966	25	6.006630455780382	
PA4355	PA4355	0.262683386751695	4584.0	0.407916498700001	-0.407916498700001	0.7886390504166999	4685.5	84.43583273251622	0.0	0.15790000000000004	0.07942855804641905	25	3.147690262158457	pyeM
PA5001	PA5001	0.28281113006422604	4583.0	0.4073839886999989	0.4073839886999989	0.915556785347205	1448.0	26.08147080028839	0.0	0.08409999999999945	0.06953671092787357	25	4.6491124527779775	ssg
PA4421	PA4421	0.249482801766738	4582.0	0.4071869650999989	0.4071869650999989	0.842227203025195	4258.0	76.73035328046143	0.0	0.1816599999999999	0.19267360786227772	25	1.170513012146452	
PA2292	PA2292	0.577477663278098	4581.0	0.406756425149999	0.406756425149999	0.9301167364044879	2551.0	45.96250901225667	0.0	0.09673999999999987	0.0763191107565244	25	4.062107407658655	
PA2599	PA2599	0.26730372799642	4580.0	0.40667167094999895	-0.40667167094999895	0.885100698173831	2926.5	52.73071377072819	0.0	0.10802000000000002	0.0703872443463064	25	4.242980013262457	
PA2242	PA2242	0.266350433760656	4579.0	0.4063124896	0.4063124896	0.8722931955380351	2123.0	38.248017303532805	0.0	0.14693999999999977	0.22234954276244104	25	1.1665078613501565	pslL
PA4271	PA4271	0.301038215622379	4578.0	0.406244585150002	0.406244585150002	0.9124824068241909	1345.0	24.224945926459984	0.0	0.0966599999999994	0.07653780656207324	25	4.044858339374087	rplL
PA2756	PA2756	0.24517878285215802	4577.0	0.40605853784999796	0.40605853784999796	0.672957233259794	5232.0	94.28622927180966	0.0	0.21239999999999967	0.11112127384079105	25	1.74276743918057	
PA3433	PA3433	0.36651005436471	4576.0	0.40547615435	-0.40547615435	0.774627458505146	3069.5	55.30821917808219	0.0	0.10854000000000022	0.048858409375118206	25	6.077483040232138	
PA0218	PA0218	0.297923612015544	4575.0	0.40542783995	-0.40542783995	0.9420796256503159	93.5	1.667267483777938	0.0	0.0749600000000001	0.10336131207242619	25	3.1972101874871535	
PA0124	PA0124	0.38321105703349395	4574.0	0.40520842325000206	0.40520842325000206	0.9319443768932091	1271.0	22.891131939437635	0.0	0.10037999999999958	0.10009456778467063	25	3.045404261155985	
PA1307	PA1307	0.297923612015544	4573.0	0.40514110835000106	0.40514110835000106	0.8135919264237371	2461.5	44.34931506849315	0.0	0.09651999999999958	0.048044571320111584	25	6.423641628389592	
PA3070	PA3070	0.362618943464129	4572.0	0.405112813850002	0.405112813850002	0.939363868724715	233.0	4.18168709444845	0.0	0.05157999999999974	0.04241552388768392	25	8.334986378717264	
PA2668	PA2668	0.30775662510191304	4571.0	0.404964454149997	0.404964454149997	0.604978720469768	5206.5	93.8266041816871	0.0	0.20184000000000066	0.07936147785082304	25	2.5594842693304227	
PA3034	PA3034	0.310662401174265	4570.0	0.40451205484999797	0.40451205484999797	0.721965818013808	4818.0	86.82408074981976	0.0	0.16427999999999968	0.07769908300617227	25	3.091826126582661	
PA1494	PA1494	0.262522639915576	4569.0	0.4041042818999989	-0.4041042818999989	0.8893372109270961	1803.0	32.48017303532804	0.0	0.11069999999999995	0.12087415976957198	25	2.427353228012746	muiA
PA4108	PA4108	0.297879967474784	4568.0	0.403605584949998	0.403605584949998	0.848780089598	2317.0	41.74477289113194	0.0	0.10797999999999973	0.07322389751076258	25	4.037282840708481	
PA3755	PA3755	0.295147323265391	4567.0	0.40318620909999897	0.40318620909999897	0.798316557487236	4265.5	76.86553713049747	0.0	0.13087999999999997	0.09515472925714169	25	2.8617201817066964	
PA3894	PA3894	0.391897311575414	4566.0	0.40283835984999894	0.40283835984999894	0.8840990251344889	3289.5	59.27361211247296	0.0	0.12327999999999976	0.10297644148056359	25	2.7147797673972325	
PA0435	PA0435	0.474878247131528	4565.0	0.402759238900003	-0.402759238900003	0.9124824068241909	1984.5	35.75162220620043	0.0	0.14295999999999995	0.15134445535488464	25	1.716608899155274	
PA3570	PA3570	0.30133804469615305	4564.0	0.402724560399998	-0.402724560399998	0.8258677870213219	4621.0	83.2732516222062	0.0	0.20878000000000013	0.18227200827334963	25	1.064039191959432	mmsA
PA1611	PA1611	0.34433210465415703	4563.0	0.40258792600000104	-0.40258792600000104	0.9106997245912808	205.5	3.686012977649603	0.0	0.06042000000000021	0.0646535124078087	25	5.2923331348456575	
PA2840	PA2840	0.25158987148241696	4562.0	0.40258646670000103	0.40258646670000103	0.8067796470702371	5015.0	90.37490987743331	0.0	0.22591999999999973	0.191122598088243	25	0.9243619983568496	
PA0181	PA0181	0.29562392215953304	4561.0	0.40218974944999797	-0.40218974944999797	0.8941918014531891	2941.0	52.99206921413121	0.0	0.10852000000000007	0.0996184889131195	25	2.947944228567016	
PA2261	PA2261	0.335907991703448	4560.0	0.40200615445	0.40200615445	0.8941918014531891	1423.0	25.630857966834892	0.0	0.10576000000000012	0.12015433824877035	25	2.4655468855119063	
PA3417	PA3417	0.291260722461925	4559.0	0.40173042560000105	0.40173042560000105	0.654209033518355	5268.0	94.9351117519827	0.0	0.2807000000000003	0.18387824322995167	25	0.6582096036704265	
PA3594	PA3594	0.302867620148558	4558.0	0.40152011839999796	-0.40152011839999796	0.9226306952772091	1358.0	24.459264599855803	0.0	0.08300000000000018	0.07558287394200705	25	4.214183740147149	
PA5213	PA5213	0.25158987148241696	4557.0	0.401505905500002	0.401505905500002	0.8283575828874821	2497.5	44.998197548666184	0.0	0.10067999999999996	0.08453720581298331	25	3.5585030591796643	gcvP1
PA1139	PA1139	0.248877396928228	4556.0	0.40150047385000104	-0.40150047385000104	0.9420796256503159	755.0	13.59048305695746	0.0	0.07045999999999983	0.07808701343159882	25	4.239379370552823	
PA3608	PA3608	0.38625109363317495	4555.0	0.401166515049999	0.401166515049999	0.833965653373512	3184.5	57.381038211968274	0.0	0.11581999999999999	0.07423370752786981	25	3.843894162808323	potB
PA0097	PA0097	0.277386382646209	4554.0	0.400986742750002	-0.400986742750002	0.774850214413836	4023.5	72.50360490266763	0.0	0.13089999999999954	0.08871031976795805	25	3.0445921450455318	
PA2346	PA2346	0.34349149841452004	4553.0	0.40072832340000103	-0.40072832340000103	0.8671770665021109	3054.5	55.03785147801009	0.0	0.12134000000000009	0.08111099904862845	25	3.444518335084239	
PA5091	PA5091	0.281265439118079	4552.0	0.400693952550003	-0.400693952550003	0.808678902192959	1523.5	27.44232155731795	0.0	0.14801999999999985	0.15354277905521932	25	1.6456257604868074	hutG
PA0151	PA0151	0.530902607336005	4551.0	0.40052843935000004	-0.40052843935000004	0.920930185202074	3400.5	61.27433309300648	0.0	0.1482799999999998	0.1389373419927126	25	1.8155553844065258	
PA1489	PA1489	0.306867344382526	4550.0	0.40038345625	-0.40038345625	0.9124824068241909	2408.0	43.385003604902664	0.0	0.07798000000000059	0.044612797117717776	25	7.2267034814985465	
PA1048	PA1048	0.28462266191682106	4549.0	0.3999932499	0.3999932499	0.6558495139754991	5059.0	91.16798846431146	0.0	0.2621199999999999	0.23140144950568725	25	0.5958184367233686	
PA1319	PA1319	0.30133804469615305	4548.0	0.39993212755000107	0.39993212755000107	0.8693169336320551	4342.5	78.25342465753425	0.0	0.13382000000000008	0.0799055275518116	25	3.330334404931512	cyoC
PA2979	PA2979	0.33197796767078197	4547.0	0.39985380415	0.39985380415	0.911994982282918	2461.5	44.34931506849315	0.0	0.14913999999999972	0.1467958843655598	25	1.7079075836053954	kdsB
PA2495	PA2495	0.326115506862352	4546.0	0.39979432930000103	-0.39979432930000103	0.7746608474967299	4503.0	81.1463590483057	0.0	0.3213199999999998	0.4495175395169065	25	0.17457456584305275	oprN
PA0867	PA0867	0.459751713332405	4545.0	0.39977047419999895	0.39977047419999895	0.8629533525496569	3828.5	68.98882480173036	0.0	0.17794000000000007	0.19017329377877093	25	1.1664649109882632	mliC
PA4198	PA4198	0.29647837439661795	4544.0	0.39970922115000107	-0.39970922115000107	0.9023517633977471	2526.0	45.51189617880317	0.0	0.12212000000000017	0.11264946367678201	25	2.46418590989896	
PA5523	PA5523	0.260639235310689	4543.0	0.399493778099999	-0.399493778099999	0.8837714633887701	2594.5	46.74657534246575	0.0	0.14253999999999972	0.1283245332480632	25	2.0023745389611807	
PA0313	PA0313	0.271361802232842	4542.0	0.39943214755	0.39943214755	0.9344645219086001	109.0	1.9466474405191059	0.0	0.04582000000000025	0.05888687601381696	25	6.004939835270422	
PA1911	PA1911	0.26730372799642	4541.0	0.399420773550002	-0.399420773550002	0.823178188950735	3689.0	66.47440519105984	0.0	0.13441999999999987	0.07534706917547183	25	3.517068101651781	femR
PA3557	PA3557	0.331686473918565	4540.0	0.39936054694999895	-0.39936054694999895	0.7748952335314351	4990.0	89.92429704397982	0.0	0.2058799999999997	0.11137383370133803	25	1.7372172665694527	arnE
PA5542	PA5542	0.316632345944672	4539.0	0.39935378084999895	-0.39935378084999895	0.9226625349377952	245.5	4.406993511175198	0.0	0.0717999999999995	0.08503442930170454	25	3.8520136318882012	
PA1866	PA1866	0.380879350898199	4538.0	0.399076368199999	-0.399076368199999	0.788947710706628	4559.0	82.15573179524154	0.0	0.1657800000000001	0.06906565113474727	25	3.3778928362643974	
PA4515	PA4515	0.3807024390408	4537.0	0.3990602593	0.3990602593	0.9028740779699279	3220.0	58.020908435472236	0.0	0.13198000000000001	0.12369674611726877	25	2.1591534756039477	
PA1147	PA1147	0.26730372799642	4536.0	0.399011504250002	-0.399011504250002	0.9226625349377952	2800.5	50.459625090122564	0.0	0.10832000000000021	0.08989112395930242	25	3.2338176612588616	
PA2373	PA2373	0.258825180007999	4535.0	0.39808622824999695	0.39808622824999695	0.7682159896620991	3960.0	71.35904830569575	0.0	0.14821999999999969	0.127612293686776	25	1.9580106354274391	vgrG3
PA3708	PA3708	0.32105009815068103	4534.0	0.39767509255000005	0.39767509255000005	0.8114622439588821	4315.0	77.7577505407354	0.0	0.13574000000000003	0.07839976615611366	25	3.3410187988114832	wspA
PA1137	PA1137	0.43218791179219107	4533.0	0.397478885900003	0.397478885900003	0.8207561217735121	3939.0	70.98053352559481	0.0	0.2143599999999996	0.16759279270501676	25	1.0926417714293624	
PA3791	PA3791	0.388857808007878	4532.0	0.39732494590000006	-0.39732494590000006	0.922025911785183	1889.0	34.030281182408075	0.0	0.09671999999999983	0.08292002673258961	25	3.6252393751563403	
PA2603	PA2603	0.260639235310689	4531.0	0.397324261299999	-0.397324261299999	0.8258677870213219	3584.5	64.59084354722422	0.0	0.11783999999999971	0.08818974808143289	25	3.169124159895868	
PA3722	PA3722	0.251707096474094	4530.0	0.397290970749999	-0.397290970749999	0.9124824068241909	2421.0	43.61932227829848	0.0	0.11611999999999979	0.11820288702058022	25	2.378714918367812	
PA1757	PA1757	0.31632785417439196	4529.0	0.39704531094999895	-0.39704531094999895	0.9369295301955609	776.5	13.978010093727468	0.0	0.07769999999999994	0.062489165727614975	25	5.110410856531489	thrH
PA3127	PA3127	0.404916300294616	4528.0	0.39704331525	-0.39704331525	0.903336847323434	3025.0	54.506128334534964	0.0	0.11129999999999994	0.07390675431469924	25	3.866267946678979	
PA2262	PA2262	0.26097074611544	4527.0	0.396865558549999	0.396865558549999	0.899220870682986	688.0	12.38284066330209	0.0	0.10842000000000004	0.14268530933491333	25	2.021550500850475	
PA4230	PA4230	0.606881641143068	4526.0	0.396850242500002	0.396850242500002	0.783266947509394	4382.0	78.96539293439078	0.0	0.3574199999999999	0.4773139620138231	25	0.08260860908749239	pchB
PA3572	PA3572	0.330400654038469	4525.0	0.396836957950002	0.396836957950002	0.599742763223557	5533.0	99.71160778658977	0.0	0.5849799999999997	0.4603722787049628	25	-0.4086758711433455	
PA0400	PA0400	0.36706230533235706	4524.0	0.39663248359999603	0.39663248359999603	0.897363804007673	4177.0	75.2703677000721	0.0	0.13431999999999958	0.10311864929940284	25	2.5437928578600526	
PA2547	PA2547	0.334256484317508	4523.0	0.396020554450003	-0.396020554450003	0.862323512655118	2337.0	42.10526315789473	0.0	0.07956000000000013	0.042366781405561674	25	7.469544391881978	
PA2737	PA2737	0.33927530557511204	4522.0	0.39572688594999894	0.39572688594999894	0.7452134196918309	5156.5	92.9253785147801	0.0	0.19913999999999962	0.09582367922387384	25	2.0515480885545143	
PA0559	PA0559	0.362692978233399	4521.0	0.39568705475000204	-0.39568705475000204	0.909543257776646	792.0	14.257390050468636	0.0	0.0755400000000003	0.05281412374229676	25	6.061769694639627	
PA3719	PA3719	0.41494188466627896	4520.0	0.39564775930000295	-0.39564775930000295	0.9333189427280021	400.0	7.191780821917808	0.0	0.0842000000000003	0.09342153570421206	25	3.333789762203198	armR
PA5163	PA5163	0.27079003980906097	4519.0	0.39517311740000105	0.39517311740000105	0.920608949854136	1045.5	18.82660418168709	0.0	0.08431999999999996	0.0769600654019128	25	4.0391483008312905	rmlA
PA2254	PA2254	0.266350433760656	4518.0	0.395079873450001	-0.395079873450001	0.8371692148582192	3419.5	61.616798846431145	0.0	0.11936000000000055	0.07163878139667111	25	3.8487515850292304	pvcA
PA0287	PA0287	0.407882196894738	4517.0	0.39494417885	-0.39494417885	0.8873536421681399	1605.5	28.92033165104542	0.0	0.09023999999999993	0.07633043844583484	25	3.9919091918517204	gpuP
PA3401	PA3401	0.296157115869256	4516.0	0.39486123585000205	-0.39486123585000205	0.74837319060743	5018.5	90.4379956741168	0.0	0.18204000000000004	0.10206829004805222	25	2.0850867174301535	
PA0398	PA0398	0.355719979764501	4515.0	0.39460475255000205	0.39460475255000205	0.6746420526927971	4036.5	72.73792357606345	0.0	0.15918000000000002	0.09496247943266874	25	2.4791344324252327	
PA4743	PA4743	0.26730372799642	4514.0	0.39429986434999803	0.39429986434999803	0.8619314878479309	3810.0	68.65537130497476	0.0	0.16716000000000034	0.10010273056548769	25	2.269067617505216	rbfA
PA5564	PA5564	0.26730372799642	4513.0	0.39413415225000004	0.39413415225000004	0.8257988879229341	2891.5	52.09985580389329	0.0	0.13961999999999997	0.13365949274181735	25	1.904198100928237	gidB
PA2315	PA2315	0.286458551573701	4512.0	0.39387656365000107	-0.39387656365000107	0.81248380702966	3566.5	64.26640230713771	0.0	0.13231999999999983	0.061252190437023096	25	4.27015853284337	
PA4947	PA4947	0.355719979764501	4511.0	0.3935721104999989	0.3935721104999989	0.8943985731892021	3516.5	63.36517664023071	0.0	0.1276199999999995	0.09754286237342003	25	2.7265153392963186	amiB
PA4842	PA4842	0.27125592654665	4510.0	0.39350175989999897	0.39350175989999897	0.8893372109270961	2421.0	43.61932227829848	0.0	0.1127000000000001	0.0742422835496502	25	3.782234953915583	
PA0299	PA0299	0.337441496510683	4509.0	0.393236171399998	-0.393236171399998	0.848714877545147	4449.0	80.17303532804614	0.0	0.14045999999999997	0.09298979782750368	25	2.7183215503801663	spuC
PA0091	PA0091	0.293224581860516	4508.0	0.39320534290000103	-0.39320534290000103	0.537822619357363	5371.0	96.79163662581111	0.0	0.28117999999999993	0.17069239389420235	25	0.656299559366635	vgrG1
PA5114	PA5114	0.26730372799642	4507.0	0.393165845199999	-0.393165845199999	0.7176428948483071	4566.0	82.28190338860851	0.0	0.1813599999999999	0.11990174102155457	25	1.7664951600821461	
PA5155	PA5155	0.262522639915576	4506.0	0.39316299050000103	-0.39316299050000103	0.9093168528983779	241.5	4.334895457822639	0.0	0.07887999999999983	0.08188537211655444	25	3.838084658791748	
PA5172	PA5172	0.260639235310689	4505.0	0.393070220649996	-0.393070220649996	0.8258677870213219	4369.5	78.74008651766403	0.0	0.1747399999999999	0.15799011836187804	25	1.381923267820513	arcB
PA0417	PA0417	0.265526877549168	4504.0	0.39301433665	-0.39301433665	0.910628416132158	2400.0	43.24080749819755	0.0	0.08527999999999991	0.05496799826565719	25	5.598427200545628	chpE
PA4604	PA4604	0.296157115869256	4503.0	0.39289935015	-0.39289935015	0.907069448286828	1746.0	31.45277577505407	0.0	0.09451999999999999	0.07618719818097151	25	3.9163974693129364	
PA0153	PA0153	0.481488630427481	4502.0	0.392825389349998	-0.392825389349998	0.901528173296811	2307.0	41.56452775775054	0.0	0.10863999999999968	0.13089830021814636	25	2.1710395694702984	pcaH
PA3925	PA3925	0.30942579167602197	4501.0	0.39261248905	-0.39261248905	0.8649164327217679	2523.0	45.45782263878875	0.0	0.11511999999999954	0.10074258450790974	25	2.754470618412746	
PA1015	PA1015	0.26730372799642	4500.0	0.39258940305	-0.39258940305	0.9245814347987791	1803.0	32.48017303532804	0.0	0.10821999999999987	0.10331838735997906	25	2.752360062098222	
PA1864	PA1864	0.260238137398749	4499.0	0.3925439745	-0.3925439745	0.8228590111923221	2425.5	43.70043258832011	0.0	0.13054000000000007	0.11873323741339921	25	2.206660748142225	
PA1466	PA1466	0.334256484317508	4498.0	0.39218948899999895	-0.39218948899999895	0.899213225856227	1812.5	32.651405912040374	0.0	0.07591999999999995	0.05052756673341752	25	6.259345332591035	
PA5028	PA5028	0.298015092432549	4497.0	0.39214075944999893	0.39214075944999893	0.7069099002357391	5133.0	92.50180245133382	0.0	0.20567999999999992	0.09229243378161256	25	2.0203255219297036	
PA4828	PA4828	0.58321428322556	4496.0	0.39213823009999893	0.39213823009999893	0.8619314878479309	3501.0	63.08579668348954	0.0	0.1164599999999998	0.06280640227450239	25	4.389333254516262	
PA3347	PA3347	0.34129029133446903	4495.0	0.39207784445	0.39207784445	0.666700447711956	5370.0	96.77361211247296	0.0	0.2790199999999998	0.15546914752880492	25	0.7272043762191023	hsbA
