	Gene ID	Adj P-value (Real)	Rank (Real)	Test statistic (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean test statistic (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
PA1872	PA1872	0.0137703359074126	4240.0	0.8310000000000011	0.000315966283273752	3374.0	0.3072666666666672	0.18715278963100332	25	2.79842653890409
PA0120	PA0120	0.00478598735224568	4239.0	0.8303333333333349	0.000170980753485882	4588.0	0.6152533333333341	0.48221844865395	25	0.4460219234671934
PA1031	PA1031	0.0165883113969645	4238.0	0.828	0.0874889882132706	331.0	0.055440000000000475	0.3772592526416068	25	2.0478225373942656
PA1403	PA1403	0.0104152898175469	4232.0	0.8246666666666658	0.000144337967378924	4082.0	0.47209333333333375	0.24450027493735993	25	1.4420161017146504
PA1969	PA1969	0.0153179795936841	4229.0	0.823	0.000982654258966768	4032.5	-0.4568666666666668	0.38361296564037994	25	3.336348823690398
PA3959	PA3959	0.0107679744960285	4226.0	0.821666666666667	0.0201942388442307	718.5	0.064466666666667	0.1961065942193077	25	3.8611654188090005
PA4026	PA4026	0.0243148475442305	4225.0	0.820999999999998	0.0365310645102409	350.5	0.047893333333334	0.2497510189798666	25	3.095509559178163
PA1159	PA1159	0.0331792695585216	4223.0	0.8193333333333321	0.0064038058949848296	2842.0	-0.32805333333333236	0.451601375764725	25	2.5407067565366086
PA2750	PA2750	0.008673203507458309	4222.0	0.8190000000000011	0.00289878295275181	2423.0	0.2910000000000003	0.3026107694345623	25	1.744815628956581
PA1264	PA1264	0.0135647599790805	4221.0	0.8183333333333349	0.00042285104299188503	3112.5	0.3405200000000007	0.2059989904685802	25	2.3194935676454795
PA3854	PA3854	0.0134391261584026	4220.0	0.8183333333333341	0.0662914209008066	421.0	0.05046666666666741	0.18092186772809482	25	4.244189363668762
ampD	ampD	0.008295918990621409	4218.0	0.817666666666667	0.0172696199095897	52.5	0.009453333333333789	0.14537858877453042	25	5.5593697816588525
czcR	czcR	0.0162956392867292	4217.0	0.817333333333336	0.000191115886120948	4469.0	0.5089733333333342	0.2674785889665856	25	1.15283993829698
tssA1	tssA1	0.00627007679822941	4212.0	0.8146666666666691	0.00114020450907887	3806.0	-0.3044133333333328	0.3027676697599198	25	3.696167430582593
hisE	hisE	0.0220571758211658	4211.0	0.8146666666666679	0.0455148265720027	3044.0	-0.2308533333333331	0.23122872434661554	25	4.521583566031138
cmpX	cmpX	0.0067669634702991295	4209.5	0.8133333333333321	0.056075309405995005	1236.5	-0.10893333333333352	0.35931965032699054	25	2.5667025608740803
PA4827	PA4827	0.007937450284670959	4206.0	0.8116666666666659	0.00046799486984080594	2738.5	0.28876000000000074	0.2656542852266068	25	1.968372790300064
PA4063	PA4063	0.0134391261584026	4205.0	0.8113333333333309	0.00571490017589372	2918.5	-0.2999599999999995	0.5437511117059733	25	2.043753675917537
PA4440	PA4440	0.00511650364623814	4204.0	0.8106666666666679	0.000137519301777763	4443.0	-0.5155733333333324	0.2722060684549547	25	4.872191158440208
PA3844	PA3844	0.010739872755546997	4203.0	0.810666666666664	9.32348025106278e-05	5011.0	0.6868800000000005	0.3232709831063078	25	0.38291920133752366
PA0270	PA0270	0.00821088459020878	4202.0	0.8096666666666679	0.00229442992580834	2621.0	0.23196000000000008	0.249500506939291	25	2.3154528772450016
algP	algP	0.0046535002162936	4201.0	0.8093333333333349	0.0201405202344349	2386.0	-0.1505733333333327	0.4406101884298051	25	2.178584816859252
fliF	fliF	0.00874965082576437	4200.0	0.807333333333333	0.0394454182799759	1904.5	0.14597333333333395	0.29727856558378934	25	2.2247147173266066
PA2805	PA2805	0.0143616591958719	4199.0	0.8073333333333309	0.0016272950125742198	2113.5	0.2402000000000006	0.5656344602237315	25	1.0026498970890243
PA3795	PA3795	0.0489180317255093	4198.0	0.8070000000000029	0.0227693479867212	1179.5	0.05634666666666728	0.28377174382343395	25	2.645271594765971
PA2435	PA2435	0.004854339062643711	4197.0	0.807000000000002	0.0010767245079885699	2539.5	0.25830666666666685	0.2633840302816542	25	2.0832445032699236
aruC	aruC	0.005833503453534	4195.0	0.8066666666666679	0.0009208041713651631	4335.0	-0.4254933333333328	0.38711948007282154	25	3.1828933014898073
PA3367	PA3367	0.0108301575566663	4194.0	0.8063333333333341	0.0541361748185844	182.0	0.010226666666666844	0.19503759656557002	25	4.081811305539867
colR	colR	0.0120378429601	4192.0	0.8053333333333349	0.0518258801376139	760.5	0.08673333333333329	0.1953992114924013	25	3.677599282574109
mexH	mexH	0.012588987311067	4191.0	0.8053333333333341	0.00540112286336894	3950.0	0.4130000000000011	0.4263666588486698	25	0.92017826720495
PA3576	PA3576	0.00501016680476779	4189.5	0.805333333333333	0.0022899826124335803	2200.5	0.2379600000000007	0.24350124191637063	25	2.3300634069381627
liuA	liuA	0.0110092626945527	4187.0	0.805	0.00927281801766093	4089.5	-0.4009999999999986	0.4995372395564766	25	2.414234424385994
PA2693	PA2693	0.0166196047803193	4185.0	0.804333333333333	0.00021165433903433	3902.5	0.37362666666666705	0.2561142742634264	25	1.681697234195008
PA5442	PA5442	0.0196406918964857	4183.0	0.802666666666667	0.00034076351486242597	2981.5	0.2621866666666671	0.286458420484835	25	1.886765971428697
PA1333	PA1333	0.00815147444913302	4182.0	0.8023333333333349	8.67120257969945e-05	5488.0	1.2135200000000002	0.7730648425201734	25	-0.5318915620663932
PA2802	PA2802	0.0121397931548088	4181.0	0.8023333333333342	0.0604026477412718	1387.0	0.1320800000000006	0.18671545195832062	25	3.5897046886240043
PA2770	PA2770	0.0131467859085405	4180.0	0.8020000000000029	0.0401853079426996	85.0	0.10272000000000105	0.3070603855439041	25	2.2773370741437353
PA1075	PA1075	0.00740821624609315	4178.0	0.8	0.00476641778695376	2518.0	0.26044000000000056	0.24208660296128204	25	2.228789174617373
fleS	fleS	0.0128425577761879	4177.0	0.7996666666666641	0.0487146571072544	922.0	0.09933333333333376	0.22231109334044089	25	3.1502401558560993
PA1299	PA1299	0.00578911402267075	4176.0	0.7983333333333342	0.011580877484731002	2885.0	0.3278400000000007	0.4564886830774422	25	1.0306790743671415
PA4575	PA4575	0.00597343210248782	4175.0	0.798000000000001	8.71384904852055e-05	5248.0	0.8844533333333344	0.3610191833417461	25	-0.2394701925063505
PA3481	PA3481	0.00777817215368925	4174.0	0.7976666666666679	0.000748819493837637	3505.0	-0.3366533333333329	0.22911537769494325	25	4.950868036061274
PA0056	PA0056	0.00605002008936162	4173.0	0.797000000000001	0.00838199452561501	1888.0	0.17245333333333351	0.23321635718632464	25	2.6779711088947997
PA4612	PA4612	0.00565439036477455	4172.0	0.7966666666666679	0.00332937474256047	2374.5	0.21533333333333424	0.1892748833878432	25	3.0713707118874476
PA5225	PA5225	0.0093617040245613	4170.0	0.7953333333333342	0.0125940434473856	1867.0	-0.1620933333333327	0.2624779623906371	25	3.647645912618603
aspP	aspP	0.0072011897603356904	4168.0	0.795000000000001	0.0185423480372496	959.0	-0.020866666666666492	0.29633820768394575	25	2.7531605628688136
PA4473	PA4473	0.0106138647693221	4167.0	0.7949999999999979	0.0684936084801653	1554.5	-0.15434666666666602	0.22445269814306928	25	4.229606837078595
PA5120	PA5120	0.0068168304623662706	4165.0	0.794666666666667	0.0101177838660934	208.0	-0.025506666666666664	0.25410032139557276	25	3.227754017896428
PA3826	PA3826	0.012212896857538999	4161.0	0.793666666666668	0.00204794258189493	2682.5	0.2819600000000009	0.21317685928199023	25	2.4003856159161336
PA3033	PA3033	0.00599726292841912	4160.0	0.7936666666666651	0.00018443463990877	4155.5	0.4106000000000002	0.14895845182590417	25	2.5716343179665677
PA3132	PA3132	0.0191266039578585	4158.0	0.793000000000002	6.325868428298371e-05	4428.0	0.6012266666666671	0.34372423432056554	25	0.557927879925052
PA4831	PA4831	0.00634973533136022	4156.0	0.79266666666667	0.00150308404971933	2419.5	0.2717200000000003	0.20635881372018036	25	2.524470156012168
cysQ	cysQ	0.0130291853723223	4155.0	0.792666666666668	0.0183893170037246	1676.0	0.1522000000000001	0.19253559074546134	25	3.326484543387029
PA1678	PA1678	0.0102301682245955	4154.0	0.7923333333333342	0.00940415704757469	374.0	0.01737333333333364	0.2117647043300652	25	3.6595333601586217
PA1016	PA1016	0.0175534239479528	4153.0	0.791333333333333	0.0073361593776350795	2854.5	0.2993600000000006	0.33009891783457207	25	1.490381539450799
PA3069	PA3069	0.0167664264702824	4151.0	0.790666666666667	0.000365233116467334	3226.5	0.3642800000000001	0.4533177456470439	25	0.9405911653823811
PA2980	PA2980	0.0330180925012916	4150.0	0.7906666666666651	0.0130766897292453	3710.0	-0.3727733333333327	0.3553331603084837	25	3.2742229827071396
PA5545	PA5545	0.0046375263276017	4148.0	0.79	0.000442536952190215	3744.0	0.3407733333333344	0.3080393751887356	25	1.4583417019055587
PA0063	PA0063	0.0103065354726345	4147.0	0.789	0.0387718138554283	18.0	0.012626666666667336	0.19964123655530996	25	3.8888425393931128
glk	glk	0.0152827457961513	4145.0	0.785333333333336	0.0151412242129509	1510.0	-0.17491999999999958	0.2672252704838839	25	3.5934226265148363
PA3419	PA3419	0.0259507091519442	4144.0	0.7853333333333349	0.000264729255836883	3625.5	0.3585200000000004	0.21202166381274823	25	2.01306472960369
PA4785	PA4785	0.012126317038516002	4143.0	0.785333333333333	0.0006504392304317169	4062.0	0.5580800000000001	0.5545629016187898	25	0.40978820016624246
flgG	flgG	0.00612042958900532	4142.0	0.7836666666666691	0.00241421015310164	3587.0	-0.35963999999999985	0.5053244916406219	25	2.2625197978327343
PA2321	PA2321	0.00912473371242203	4137.0	0.782333333333333	0.0193591395257046	2602.0	0.16821333333333385	0.46536204424321226	25	1.3196606977234298
PA2270	PA2270	0.0111745926243583	4135.5	0.7813333333333342	0.00385170778595981	2135.0	0.26166666666666716	0.30098275759646126	25	1.726566235277183
hemH	hemH	0.0143987266001272	4135.5	0.7813333333333342	0.0289600092614205	1218.0	0.18873333333333367	0.49201612816082707	25	1.2044320624512035
PA1306	PA1306	0.0126245013624723	4133.5	0.781000000000001	0.0932949050918119	805.5	0.050040000000000875	0.2548510516331421	25	2.8681851431094607
alpB	alpB	0.00847311153643782	4133.5	0.781000000000001	0.0085383934296031	718.5	0.05222666666666702	0.3262065597587356	25	2.2340854637391088
moaB2	moaB2	0.00873454689440423	4129.0	0.7780000000000021	0.0147141432459748	2564.0	-0.20719999999999886	0.28418644440786656	25	3.4667381903199943
PA5472	PA5472	0.0103504914845941	4128.0	0.7773333333333349	0.0299019809167765	68.5	0.0074133333333332805	0.2417986091924584	25	3.1841374215150577
PA0449	PA0449	0.0153140576950124	4127.0	0.7763333333333342	0.0548243157758738	1328.0	-0.0628533333333323	0.2886350232848856	25	2.907431874053555
PA4171	PA4171	0.0192933033994886	4123.5	0.7756666666666658	4.3479345132998605e-05	5185.0	0.7907066666666666	0.5397737893819068	25	-0.02786352412039676
PA4734	PA4734	0.0127006950686012	4122.0	0.7756666666666641	0.0700408337853158	476.0	0.0711733333333341	0.1665245816577732	25	4.230566600558368
PA0134	PA0134	0.0133100441134522	4121.0	0.7753333333333342	0.000236380574627139	3412.0	0.43561333333333374	0.347494746563007	25	0.9776262903543008
PA5407	PA5407	0.0117547033944196	4120.0	0.7750000000000021	0.00244642663491177	3211.0	0.27593333333333364	0.31441455001201774	25	1.5872887137303056
PA5518	PA5518	0.00787062236342465	4119.0	0.774666666666668	0.0012799011993224901	2535.5	0.2954266666666673	0.29097113131590846	25	1.647036246629182
PA3136	PA3136	0.00691554720023012	4118.0	0.7743333333333349	0.000457919548790525	3409.5	0.2476800000000005	0.15848873893867146	25	3.322970053646065
alr	alr	0.0163191555935489	4115.5	0.7736666666666671	0.0738253071458868	597.0	0.12134666666666717	0.2702805209407445	25	2.413492462311084
rubB	rubB	0.0106508148234941	4115.5	0.7736666666666671	0.008830670271009821	1329.0	-0.09032000000000011	0.15371087216661786	25	5.620855925728742
PA2453	PA2453	0.0162085450003339	4114.0	0.7733333333333349	0.022614177204257003	2295.0	-0.1556533333333329	0.5213623578166606	25	1.7818445323844228
PA2971	PA2971	0.009329746945103391	4112.0	0.772666666666668	0.0481768080744717	2621.0	-0.1771333333333327	0.38144482878577335	25	2.4900062297958856
PA2588	PA2588	0.0115114546264385	4111.0	0.7723333333333309	0.0204703776766948	2862.0	-0.19061333333333308	0.39485806967211073	25	2.438715935237927
PA3312	PA3312	0.0187907295136419	4108.0	0.7713333333333349	0.109140514043452	478.5	0.03152000000000011	0.13097685263406642	25	5.648428088284304
PA0542	PA0542	0.0153172191110424	4107.0	0.7713333333333342	0.00936860358333859	3605.5	-0.3848133333333326	0.375961151952934	25	3.075175880968157
PA4340	PA4340	0.0165765441649963	4106.0	0.771333333333333	0.0490550691974465	293.0	0.02664000000000015	0.26906454753597797	25	2.767712581062937
coxB	coxB	0.0213951525004126	4105.0	0.7709999999999999	3.6093437931492605e-05	5542.0	1.4312400000000005	0.6522159628698317	25	-1.0123027303638232
motA	motA	0.0167095116697865	4103.0	0.769666666666669	0.0133627465870273	1248.5	-0.05641333333333305	0.2198859822389444	25	3.7568561287473177
PA0360	PA0360	0.0120620670021752	4102.0	0.7683333333333342	0.0222125602586552	1345.0	0.1389733333333338	0.19340178194437369	25	3.2541582278751555
PA0959	PA0959	0.00726372820812999	4096.0	0.765000000000003	0.000134204915396887	4646.0	0.58636	0.44247647897311354	25	0.40372767477852267
PA2869	PA2869	0.0437769776350491	4095.0	0.765000000000001	0.0923415604000121	459.0	0.03898666666666701	0.13247555609607017	25	5.4803569407690205
PA5329	PA5329	0.012126317038516002	4094.0	0.765	0.00013916324643651102	4439.0	0.44173333333333387	0.18258770089608573	25	1.770473394868166
PA2821	PA2821	0.023943307173412996	4088.0	0.762333333333336	0.004256491658750129	2179.0	0.20410666666666694	0.16769399269259838	25	3.328841168985464
PA3958	PA3958	0.0104152898175469	4087.0	0.762333333333333	0.041069752318707	617.0	-0.041746666666666134	0.1425374960414903	25	5.641182301714805
thiD	thiD	0.0121097398163439	4085.0	0.761000000000001	0.0106658996257482	3015.0	-0.30194666666666625	0.2710836053897602	25	3.9211027355873393
PA0850	PA0850	0.0113740966166805	4083.0	0.7603333333333342	6.22030042641621e-05	4736.0	0.5325333333333337	0.20633595851857175	25	1.1040247256732847
PA4369	PA4369	0.007937450284670959	4082.0	0.760333333333333	0.000281248989911373	3453.0	0.3733066666666675	0.2913208413289248	25	1.3285237846394968
PA1076	PA1076	0.0268513577426137	4080.0	0.76	0.0007102500868612349	19.0	0.04616000000000042	0.47076449958984157	25	1.516342036457592
PA0333	PA0333	0.00820784799912504	4079.0	0.7596666666666679	0.250606112710813	54.0	0.027400000000000205	0.1598231951367002	25	4.581729617158162
PA1641	PA1641	0.0201129896797447	4078.0	0.7590000000000021	6.10599070032133e-05	4693.5	0.5115733333333341	0.21022451666589076	25	1.1769638983634936
armR	armR	0.00719502795441145	4077.0	0.758333333333336	0.00050913102309284	4265.5	0.6090133333333341	0.5814752747840497	25	0.2567950977029193
iscR	iscR	0.00728925113297391	4076.0	0.758000000000003	0.00275243496221317	4611.0	0.583533333333333	0.4359939899347912	25	0.4001584212038424
ampE	ampE	0.018073224606741	4075.0	0.757666666666667	0.009278094166846641	2119.0	0.15588000000000085	0.21564916810343535	25	2.7905819065252384
PA0989	PA0989	0.00691463252463792	4074.0	0.7563333333333342	0.00894634704514186	1748.0	0.11766666666666749	0.14640374160367495	25	4.362365740594127
mscL	mscL	0.00728925113297391	4073.0	0.7559999999999999	0.0022475720044572802	2278.0	0.29236000000000084	0.5197700071862269	25	0.8920099151351817
infA	infA	0.0180817485595372	4072.0	0.75566666666667	0.12742764933206402	585.0	-0.030946666666666137	0.33985996135663465	25	2.314521928953842
PA3353	PA3353	0.0104526139038502	4070.0	0.7533333333333342	0.0107515220198119	979.0	0.2845200000000005	0.5459449086980597	25	0.8587191232377911
PA4094	PA4094	0.0109518622043202	4068.0	0.753000000000001	0.00746447715957319	2985.0	0.23868000000000053	0.2186441273952822	25	2.352315637868343
PA4676	PA4676	0.006652322278383671	4067.0	0.752666666666667	0.00296244818874805	2637.0	-0.12550666666666602	0.31536312285880747	25	2.784641797596936
PA3520	PA3520	0.00848330193288639	4066.0	0.752666666666665	4.181986934381529e-05	5430.0	1.110413333333334	0.7723294626575431	25	-0.46320473834532006
PA4989	PA4989	0.009089897008328471	4065.0	0.7516666666666691	0.00107097718261956	3157.0	0.30541333333333426	0.15133658464446648	25	2.9487472205198326
PA3567	PA3567	0.0271361914597307	4064.0	0.751666666666665	0.000479456316354829	3298.0	-0.3146799999999993	0.269671275884246	25	3.9542463807839296
PA2503	PA2503	0.008198728513178441	4062.0	0.750666666666667	0.0347657198080353	93.5	0.03852000000000063	0.28459067551940725	25	2.502354180673437
PA3317	PA3317	0.0176277542886865	4059.0	0.748333333333337	0.0735869808003292	196.5	-0.011599999999999838	0.13149869736011618	25	5.779017956749936
pauB1	pauB1	0.0152691975487887	4058.0	0.7483333333333342	0.000934483348487016	3716.0	0.41012000000000043	0.40608676640818075	25	0.8328597760641538
ackA	ackA	0.0115697520125693	4057.0	0.7480000000000021	0.000983778538871652	3867.0	-0.37775999999999965	0.31290744578809504	25	3.5977411696440775
PA2428	PA2428	0.0433909904335527	4056.0	0.748000000000001	0.000106770552580737	4684.0	0.5758133333333337	0.2748898782879882	25	0.6263841642298521
sigX	sigX	0.0465753531333787	4055.0	0.747666666666667	0.00162391302249253	4216.0	-0.46103999999999956	0.48308900261177956	25	2.5020372232278048
fleN	fleN	0.0115773336597618	4053.0	0.74666666666667	0.0512522767488572	1072.0	-0.1118666666666664	0.21812897560846845	25	3.9358976996910515
dguR	dguR	0.0244763765353925	4050.0	0.7460000000000021	0.0051952798048887	1919.0	0.18780000000000072	0.22505122873593844	25	2.480324160571279
PA3572	PA3572	0.0298920052547913	4048.5	0.746	0.00151761467779271	3463.0	0.4479866666666675	0.6070960665941377	25	0.49088332099598914
yeaZ	yeaZ	0.0106698412461367	4047.0	0.74566666666667	0.00335027947699445	546.5	0.01974666666666677	0.3480892988875129	25	2.085441874599508
spuA	spuA	0.0191663005737154	4046.0	0.7453333333333321	0.0272193220084958	904.0	-0.110493333333333	0.2677421908118717	25	3.1964579959234336
PA4456	PA4456	0.0121097398163439	4045.0	0.745	0.0017354816151577699	2878.5	-0.14985333333333264	0.4291766997748476	25	2.085046401174122
PA5465	PA5465	0.00719502795441145	4043.0	0.7443333333333342	0.00017301744748435502	4338.0	0.5768800000000002	0.34898536634925714	25	0.47982909737753954
PA0505	PA0505	0.008439390253460341	4041.0	0.7436666666666679	0.00021556724075207	5069.5	0.7264533333333345	0.38449206368537353	25	0.04476902115571086
dpkA	dpkA	0.0149038641710451	4038.0	0.743333333333333	0.000846850379971767	2696.5	0.2167866666666668	0.18646104448680728	25	2.823896369967621
PA4115	PA4115	0.014706602900135	4037.0	0.7426666666666691	0.0153270193907669	3150.5	-0.23633333333333284	0.3946688016083396	25	2.4805609057782565
PA1573	PA1573	0.0126245013624723	4034.5	0.7423333333333342	0.00683107461321915	1184.0	0.15308000000000035	0.32855097524331583	25	1.7934913536535662
PA4535	PA4535	0.021232744587152	4034.5	0.7423333333333342	0.00390913631558464	1609.5	0.1678533333333338	0.29813786395881703	25	1.9268937946082405
PA3880	PA3880	0.0187907295136419	4031.0	0.741666666666667	0.00136065724280236	4318.5	-0.6413733333333334	0.5156184826299669	25	2.6822932974505833
PA4035	PA4035	0.00891903832407608	4029.0	0.741000000000001	0.00154771524125183	3622.0	-0.34766666666666596	0.22101269445692753	25	4.9258105709345745
PA1464	PA1464	0.021201129406961002	4027.0	0.7400000000000021	0.0120075312994456	2153.0	0.18432000000000062	0.4608763138485933	25	1.2057030992973812
PA0367	PA0367	0.0114094314090853	4026.0	0.739000000000001	0.006713613259368039	2907.0	0.270893333333334	0.2397438393755269	25	1.9525284482219376
PA3968	PA3968	0.008276263930735809	4025.0	0.7383333333333342	0.020083094125041	1594.0	-0.11637333333333258	0.17862041586269756	25	4.785044657625615
aaaA	aaaA	0.0155118257100076	4024.0	0.737333333333331	0.007904672532284959	1941.0	0.17256000000000055	0.22019250247941646	25	2.564907192451411
argE	argE	0.0340429662781184	4018.0	0.732999999999999	0.0289187832109994	294.5	0.043400000000000105	0.19446472116499103	25	3.5461444927839474
ctpH	ctpH	0.0144270691024484	4016.0	0.732333333333336	5.9104516875450205e-05	4596.5	0.5882000000000005	0.24211959472159247	25	0.5952980943119078
PA1759	PA1759	0.0125605383490042	4015.0	0.732333333333333	0.0216324751755015	422.0	-0.02750666666666606	0.37815223418911903	25	2.0093494928817286
inaA	inaA	0.0104526139038502	4012.0	0.7310000000000021	0.0005013826123449849	4389.0	0.5494266666666673	0.28990599561978125	25	0.626317965398248
PA3835	PA3835	0.0190621221989581	4011.0	0.7306666666666658	0.00123000741956813	2892.5	0.24653333333333385	0.33913502445901217	25	1.4275533295495533
alkA	alkA	0.0205293629897348	4010.0	0.73	0.0162465027160293	663.0	0.11162666666666705	0.18588973533711808	25	3.3265598673960635
PA3762	PA3762	0.0282502238247376	4008.5	0.7296666666666679	0.00023396581136551803	4207.0	0.5426666666666674	0.3952254630798306	25	0.47314765233693673
PA1518	PA1518	0.0199550684666705	4007.0	0.7296666666666658	0.0035985517634672705	4503.5	0.5750666666666671	0.5307618214520614	25	0.29127942845821714
PA1036	PA1036	0.0150327471840384	4006.0	0.729333333333333	0.000197677198931547	3829.5	0.443200000000001	0.2750365463931146	25	1.0403465906103857
PA2668	PA2668	0.0295629587689549	4005.0	0.7290000000000011	0.0032629318234796397	4164.0	0.4293200000000006	0.3002385082760903	25	0.9981397846688733
PA2264	PA2264	0.0311608912720797	4004.0	0.7283333333333329	0.0022914996375358	1417.5	-0.03915999999999961	0.31400085692263335	25	2.444239614041675
ribA	ribA	0.011427213094879998	4003.0	0.7280000000000021	0.0313462802631389	1143.5	-0.12427999999999947	0.29771190212463244	25	2.862767641863401
PA3532	PA3532	0.0113341119266955	4001.5	0.7276666666666658	0.00315068366844862	1820.5	0.13289333333333386	0.20437279209363482	25	2.910237352244189
soxR	soxR	0.0129997118304691	3998.0	0.7259999999999979	0.009163836762834391	1618.0	0.23570666666666715	0.27439590753885884	25	1.7868099336135228
PA4533	PA4533	0.0343420873734348	3995.0	0.722999999999999	0.00270051246552171	2287.5	0.2370000000000006	0.22469322708149517	25	2.162949040843712
PA1235	PA1235	0.0449124187506446	3994.0	0.7216666666666679	0.15240039114687803	751.5	0.07224000000000025	0.17481700802924255	25	3.714894071165174
gltR	gltR	0.0278530355228012	3992.0	0.7213333333333349	0.00140510975927036	3193.5	-0.30235999999999974	0.2638360868811183	25	3.8800353106912167
PA0946	PA0946	0.00908961766094407	3991.0	0.7213333333333342	0.00152203765541694	2154.0	-0.1846666666666664	0.22729968796315658	25	3.9859271612676204
PA0711	PA0711	0.010989297340271001	3988.0	0.7203333333333329	0.00139763344118744	2738.5	0.27152000000000054	0.2280341121330231	25	1.9681850629063704
PA4436	PA4436	0.0153061074036508	3986.5	0.7200000000000021	0.0078126653396952	199.0	-0.052853333333332905	0.1981062444095947	25	3.9012063230850083
PA5126	PA5126	0.0191655395631574	3986.5	0.7200000000000021	0.00176005298149007	1871.0	0.200426666666667	0.17192920916168722	25	3.022018980176389
ctpL	ctpL	0.0134391261584026	3985.0	0.72	0.000194246286592457	4664.0	0.5315866666666671	0.2139962201119966	25	0.8804516885145228
PA2784	PA2784	0.0165682569588919	3984.0	0.719999999999999	0.00312724427111613	1534.0	0.20229333333333405	0.2598114936299436	25	1.9926241885358942
nrdR	nrdR	0.0185148218486428	3983.0	0.719333333333337	0.0323389245469646	1113.0	-0.12737333333333264	0.2428240736433292	25	3.4869140195314823
PA2551	PA2551	0.0116965308526839	3982.0	0.719333333333332	0.00707175478731888	1744.5	0.2088800000000007	0.25954564787977735	25	1.966718908612852
PA1041	PA1041	0.010739872755546997	3980.5	0.718666666666667	3.61561792149844e-05	5535.5	1.2381066666666678	0.7020567780668665	25	-0.7398831778681686
PA3453	PA3453	0.0116291851128755	3978.0	0.718333333333332	0.014746909209052	1298.5	-0.1029199999999991	0.2955842657317005	25	2.778406798143905
katB	katB	0.0701070080126313	3977.0	0.718	0.00030462356166434504	2903.5	0.351013333333334	0.433179903179404	25	0.8471922727095589
PA3320	PA3320	0.0104152898175469	3974.0	0.7163333333333349	0.00133654568424372	2034.5	0.23120000000000054	0.1882787285638758	25	2.5766762768888527
tse4	tse4	0.0155118257100076	3971.0	0.716000000000003	0.00149278243706497	2064.5	-0.22726666666666595	0.2657338371796528	25	3.5496671281232475
PA2823	PA2823	0.027025331501142	3970.0	0.7160000000000011	0.0159479655332271	2744.0	-0.20313333333333297	0.2594337137918895	25	3.5428446052722244
aguA	aguA	0.0169317721131009	3968.0	0.7150000000000021	0.00045466756941577404	3146.0	-0.2461333333333331	0.22147410182181052	25	4.339709814498428
PA1735	PA1735	0.0104284731361711	3966.0	0.714333333333332	0.010490541851375	1319.5	0.16525333333333342	0.2245063366259073	25	2.445721614151699
PA3303	PA3303	0.0321861888375707	3963.0	0.713999999999999	0.0009064746677455961	2500.0	0.19098666666666722	0.18439230722284228	25	2.8364162323825055
PA5029	PA5029	0.0141466216506972	3962.0	0.712333333333333	0.0020658706282364802	1355.0	0.12884000000000045	0.25573353319422165	25	2.2816457663774092
PA4955	PA4955	0.0230190947542787	3960.0	0.7110000000000021	0.0539886582269132	220.5	-0.020493333333332888	0.1439188338638855	25	5.082679686142826
PA2793	PA2793	0.0343420873734348	3959.0	0.711	0.00017342190461661699	3992.0	-0.3991333333333333	0.2225393847789149	25	4.9884802837763385
endA	endA	0.0190281143204911	3957.0	0.710666666666667	0.00362784459333866	1725.5	0.20237333333333354	0.25345158643548954	25	2.005484915213613
PA3985	PA3985	0.0416375573773863	3952.0	0.708999999999999	0.00045973590689370403	3191.0	0.2967333333333338	0.22795816705247923	25	1.808518957654873
PA1344	PA1344	0.0141913276474397	3950.0	0.707999999999999	0.000250431112374212	4610.0	0.6180666666666668	0.5403680672913123	25	0.16642977033069048
PA5299	PA5299	0.0105757996245082	3948.5	0.707666666666667	0.000735546961350229	2871.5	0.2778400000000002	0.19372800042365607	25	2.218712141387388
PA3442	PA3442	0.0631369418640048	3948.5	0.707666666666667	0.0101649428549422	89.5	-0.1976800000000002	0.6477661863838079	25	1.3976442205494195
lpd3	lpd3	0.0412880370242327	3947.0	0.7073333333333341	4.49519329696709e-05	4795.0	0.6023466666666678	0.32061905513945765	25	0.3274498660754925
htpX	htpX	0.0225786710977102	3946.0	0.7066666666666709	0.03585633809484	3148.0	0.3957600000000008	0.45252965444062193	25	0.6870415311257029
PA0473	PA0473	0.036827993927789	3944.0	0.7060000000000011	0.00877776593552067	1331.5	0.18230666666666767	0.2761166037906609	25	1.8966383265034432
PA2029	PA2029	0.0462767767798448	3943.0	0.7056666666666691	0.0349092389490845	506.0	-0.009773333333332964	0.18739974406085502	25	3.817721329265394
PA4906	PA4906	0.0196109038662318	3942.0	0.7056666666666679	0.0243575054058165	481.0	0.030706666666667274	0.1462834425201826	25	4.6140560296622555
htrB2	htrB2	0.0142000455177305	3941.0	0.705666666666667	0.0365917212708015	143.0	-0.07309333333333275	0.19761708952940824	25	3.9407522995834285
PA3388	PA3388	0.0133464488780904	3940.0	0.7056666666666658	0.00022881040865326802	3653.0	0.3799866666666668	0.32821876850661635	25	0.9922650111748067
PA0468	PA0468	0.0188025779725988	3937.0	0.7030000000000011	0.0369457976250015	356.5	0.06136000000000074	0.24813929630425424	25	2.5858056726865946
PA3131	PA3131	0.0204451501518355	3936.0	0.702666666666667	0.23516297189507998	167.0	0.059120000000000325	0.18044435584289023	25	3.5664549531656817
